raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_proportion_expert_pred,raw/disc/disc_acc_expert,raw/disc/global_step,raw/disc/n_expert,raw/disc/disc_proportion_expert_true,raw/disc/disc_loss,raw/disc/disc_acc_gen,raw/disc/disc_entropy
256.0,0.837890625,0.595703125,0.93359375,22,256.0,0.5,0.4517267346382141,0.7421875,0.4305073618888855
256.0,0.826171875,0.591796875,0.91796875,22,256.0,0.5,0.4932207465171814,0.734375,0.42226025462150574
256.0,0.8125,0.60546875,0.91796875,23,256.0,0.5,0.4747265577316284,0.70703125,0.44812941551208496
256.0,0.8203125,0.59765625,0.91796875,23,256.0,0.5,0.4546254873275757,0.72265625,0.42124801874160767
256.0,0.818359375,0.572265625,0.890625,24,256.0,0.5,0.49508318305015564,0.74609375,0.4271235764026642
256.0,0.818359375,0.560546875,0.87890625,24,256.0,0.5,0.44428110122680664,0.7578125,0.4225747585296631
256.0,0.79296875,0.55859375,0.8515625,25,256.0,0.5,0.48975780606269836,0.734375,0.4583853781223297
256.0,0.806640625,0.548828125,0.85546875,25,256.0,0.5,0.4396074414253235,0.7578125,0.4369957447052002
256.0,0.828125,0.55078125,0.87890625,26,256.0,0.5,0.42386317253112793,0.77734375,0.438691645860672
256.0,0.8359375,0.56640625,0.90234375,26,256.0,0.5,0.397024542093277,0.76953125,0.4066076874732971
256.0,0.845703125,0.595703125,0.94140625,27,256.0,0.5,0.4083618223667145,0.75,0.4148416817188263
256.0,0.82421875,0.57421875,0.8984375,27,256.0,0.5,0.4304589331150055,0.75,0.42744356393814087
256.0,0.833984375,0.591796875,0.92578125,28,256.0,0.5,0.3886306583881378,0.7421875,0.40475332736968994
256.0,0.84375,0.5625,0.90625,28,256.0,0.5,0.39427053928375244,0.78125,0.4146581292152405
256.0,0.818359375,0.615234375,0.93359375,29,256.0,0.5,0.46177273988723755,0.703125,0.39496394991874695
256.0,0.798828125,0.619140625,0.91796875,29,256.0,0.5,0.4741649329662323,0.6796875,0.40214481949806213
256.0,0.806640625,0.669921875,0.9765625,30,256.0,0.5,0.5625743865966797,0.63671875,0.3962539732456207
256.0,0.822265625,0.611328125,0.93359375,30,256.0,0.5,0.4973641633987427,0.7109375,0.42418041825294495
256.0,0.767578125,0.626953125,0.89453125,31,256.0,0.5,0.5078814029693604,0.640625,0.4221060276031494
256.0,0.841796875,0.541015625,0.8828125,31,256.0,0.5,0.4189445972442627,0.80078125,0.41664841771125793
256.0,0.794921875,0.544921875,0.83984375,32,256.0,0.5,0.4290405213832855,0.75,0.43592292070388794
256.0,0.80859375,0.54296875,0.8515625,32,256.0,0.5,0.43489354848861694,0.765625,0.4506489932537079
256.0,0.8203125,0.56640625,0.88671875,33,256.0,0.5,0.466503381729126,0.75390625,0.44909951090812683
256.0,0.85546875,0.53125,0.88671875,33,256.0,0.5,0.39324480295181274,0.82421875,0.44679272174835205
256.0,0.802734375,0.548828125,0.8515625,34,256.0,0.5,0.4356658458709717,0.75390625,0.4683435559272766
256.0,0.818359375,0.615234375,0.93359375,34,256.0,0.5,0.4353993237018585,0.703125,0.4698002338409424
256.0,0.806640625,0.626953125,0.93359375,35,256.0,0.5,0.4063429832458496,0.6796875,0.43724218010902405
256.0,0.82421875,0.62890625,0.953125,35,256.0,0.5,0.38902801275253296,0.6953125,0.43828633427619934
256.0,0.806640625,0.634765625,0.94140625,36,256.0,0.5,0.427229106426239,0.671875,0.43221890926361084
256.0,0.8203125,0.6484375,0.96875,36,256.0,0.5,0.45083507895469666,0.671875,0.44270405173301697
256.0,0.80859375,0.6015625,0.91015625,37,256.0,0.5,0.4256558418273926,0.70703125,0.4408920705318451
256.0,0.826171875,0.619140625,0.9453125,37,256.0,0.5,0.41508200764656067,0.70703125,0.4137100577354431
256.0,0.76171875,0.66796875,0.9296875,38,256.0,0.5,0.5188835859298706,0.59375,0.4582386314868927
256.0,0.73046875,0.3671875,0.59765625,38,256.0,0.5,0.4748084247112274,0.86328125,0.44312432408332825
256.0,0.74609375,0.34765625,0.59375,39,256.0,0.5,0.41149893403053284,0.8984375,0.4442614018917084
256.0,0.74609375,0.3359375,0.58203125,39,256.0,0.5,0.40076637268066406,0.91015625,0.4419718384742737
256.0,0.6953125,0.41015625,0.60546875,40,256.0,0.5,0.5428217053413391,0.78515625,0.4463232755661011
256.0,0.685546875,0.392578125,0.578125,40,256.0,0.5,0.5816172957420349,0.79296875,0.4555886685848236
256.0,0.705078125,0.314453125,0.51953125,41,256.0,0.5,0.5208684206008911,0.890625,0.4933730363845825
256.0,0.724609375,0.357421875,0.58203125,41,256.0,0.5,0.5039210319519043,0.8671875,0.4875038266181946
256.0,0.62109375,0.3828125,0.50390625,42,256.0,0.5,0.6429392099380493,0.73828125,0.5043455958366394
256.0,0.67578125,0.44921875,0.625,42,256.0,0.5,0.5991111397743225,0.7265625,0.4968007504940033
256.0,0.705078125,0.353515625,0.55859375,43,256.0,0.5,0.5603423714637756,0.8515625,0.5461819767951965
256.0,0.712890625,0.361328125,0.57421875,43,256.0,0.5,0.5409303903579712,0.8515625,0.5573453307151794
256.0,0.673828125,0.384765625,0.55859375,44,256.0,0.5,0.6292957663536072,0.7890625,0.5409949421882629
256.0,0.6953125,0.39453125,0.58984375,44,256.0,0.5,0.6092697381973267,0.80078125,0.5466251373291016
256.0,0.638671875,0.388671875,0.52734375,45,256.0,0.5,0.5870965123176575,0.75,0.559903085231781
256.0,0.6640625,0.3984375,0.5625,45,256.0,0.5,0.5797784328460693,0.765625,0.5559830665588379
256.0,0.60546875,0.45703125,0.5625,46,256.0,0.5,0.6506045460700989,0.6484375,0.5619642734527588
256.0,0.626953125,0.404296875,0.53125,46,256.0,0.5,0.630868673324585,0.72265625,0.5627883672714233
256.0,0.669921875,0.326171875,0.49609375,47,256.0,0.5,0.6046411991119385,0.84375,0.5530910491943359
256.0,0.662109375,0.322265625,0.484375,47,256.0,0.5,0.5954805016517639,0.83984375,0.5475695133209229
256.0,0.6328125,0.36328125,0.49609375,48,256.0,0.5,0.6301478743553162,0.76953125,0.5520873069763184
256.0,0.6640625,0.3203125,0.484375,48,256.0,0.5,0.6130603551864624,0.84375,0.565827488899231
256.0,0.724609375,0.330078125,0.5546875,49,256.0,0.5,0.5526149868965149,0.89453125,0.5580268502235413
256.0,0.74609375,0.328125,0.57421875,49,256.0,0.5,0.5495531558990479,0.91796875,0.5620889663696289
256.0,0.703125,0.33203125,0.53515625,50,256.0,0.5,0.5696086883544922,0.87109375,0.5759090185165405
256.0,0.693359375,0.333984375,0.52734375,50,256.0,0.5,0.5768236517906189,0.859375,0.5812573432922363
256.0,0.7265625,0.30078125,0.52734375,51,256.0,0.5,0.5461282134056091,0.92578125,0.5877448916435242
256.0,0.75390625,0.34375,0.59765625,51,256.0,0.5,0.5436088442802429,0.91015625,0.5829907655715942
256.0,0.75390625,0.359375,0.61328125,52,256.0,0.5,0.563349723815918,0.89453125,0.5965687036514282
256.0,0.771484375,0.373046875,0.64453125,52,256.0,0.5,0.5436742305755615,0.8984375,0.5948337316513062
256.0,0.775390625,0.384765625,0.66015625,53,256.0,0.5,0.5833895206451416,0.890625,0.5723904371261597
256.0,0.783203125,0.365234375,0.6484375,53,256.0,0.5,0.5501213073730469,0.91796875,0.5722603797912598
256.0,0.75,0.37109375,0.62109375,54,256.0,0.5,0.5497449040412903,0.87890625,0.5651165246963501
256.0,0.7578125,0.4140625,0.671875,54,256.0,0.5,0.5420827865600586,0.84375,0.5466940402984619
256.0,0.72265625,0.4453125,0.66796875,55,256.0,0.5,0.6080670952796936,0.77734375,0.5341976881027222
256.0,0.72265625,0.44921875,0.671875,55,256.0,0.5,0.5729219913482666,0.7734375,0.5283482074737549
256.0,0.72265625,0.37890625,0.6015625,56,256.0,0.5,0.5846086740493774,0.84375,0.5535719394683838
256.0,0.70703125,0.4140625,0.62109375,56,256.0,0.5,0.5898596048355103,0.79296875,0.5259307622909546
256.0,0.689453125,0.462890625,0.65234375,57,256.0,0.5,0.6027933955192566,0.7265625,0.5342379808425903
256.0,0.6953125,0.4453125,0.640625,57,256.0,0.5,0.5718188881874084,0.75,0.5500079393386841
256.0,0.630859375,0.466796875,0.59765625,58,256.0,0.5,0.6306772232055664,0.6640625,0.5386773347854614
256.0,0.62890625,0.4765625,0.60546875,58,256.0,0.5,0.6407949924468994,0.65234375,0.5319352746009827
256.0,0.662109375,0.439453125,0.6015625,59,256.0,0.5,0.5770358443260193,0.72265625,0.5510708093643188
256.0,0.62890625,0.42578125,0.5546875,59,256.0,0.5,0.6075096130371094,0.703125,0.5503250360488892
256.0,0.615234375,0.416015625,0.53125,60,256.0,0.5,0.6222978234291077,0.69921875,0.5496660470962524
256.0,0.634765625,0.466796875,0.6015625,60,256.0,0.5,0.5874797105789185,0.66796875,0.5510714054107666
256.0,0.6171875,0.48046875,0.59765625,61,256.0,0.5,0.5408746004104614,0.63671875,0.5604380965232849
256.0,0.76953125,0.32421875,0.59375,61,256.0,0.5,0.5346691012382507,0.9453125,0.5555176734924316
256.0,0.76171875,0.30078125,0.5625,62,256.0,0.5,0.5609352588653564,0.9609375,0.5783277750015259
256.0,0.765625,0.33203125,0.59765625,62,256.0,0.5,0.5257470011711121,0.93359375,0.5650172233581543
256.0,0.75390625,0.328125,0.58203125,63,256.0,0.5,0.506015956401825,0.92578125,0.5695714950561523
256.0,0.76171875,0.31640625,0.578125,63,256.0,0.5,0.5009191036224365,0.9453125,0.569196343421936
256.0,0.77734375,0.3671875,0.64453125,64,256.0,0.5,0.4466366171836853,0.91015625,0.5413485765457153
256.0,0.783203125,0.404296875,0.6875,64,256.0,0.5,0.4428354501724243,0.87890625,0.5200213193893433
256.0,0.73046875,0.390625,0.62109375,65,256.0,0.5,0.43342822790145874,0.83984375,0.5306424498558044
256.0,0.71875,0.390625,0.609375,65,256.0,0.5,0.4426374137401581,0.828125,0.5185953378677368
256.0,0.748046875,0.443359375,0.69140625,66,256.0,0.5,0.41547518968582153,0.8046875,0.48498979210853577
256.0,0.7265625,0.41015625,0.63671875,66,256.0,0.5,0.41597744822502136,0.81640625,0.4820738434791565
256.0,0.75390625,0.42578125,0.6796875,67,256.0,0.5,0.40022164583206177,0.828125,0.44757506251335144
256.0,0.71484375,0.36328125,0.578125,67,256.0,0.5,0.4310871958732605,0.8515625,0.4699345827102661
256.0,0.77734375,0.3984375,0.67578125,68,256.0,0.5,0.3839673399925232,0.87890625,0.43178439140319824
256.0,0.7265625,0.37109375,0.59765625,68,256.0,0.5,0.4247782528400421,0.85546875,0.45304977893829346
256.0,0.677734375,0.427734375,0.60546875,69,256.0,0.5,0.5032483339309692,0.75,0.46647629141807556
256.0,0.654296875,0.419921875,0.57421875,69,256.0,0.5,0.5076830983161926,0.734375,0.4807492792606354
256.0,0.734375,0.3203125,0.5546875,70,256.0,0.5,0.41544538736343384,0.9140625,0.45383939146995544
256.0,0.732421875,0.314453125,0.546875,70,256.0,0.5,0.4221595823764801,0.91796875,0.47368037700653076
256.0,0.765625,0.30859375,0.57421875,71,256.0,0.5,0.39915573596954346,0.95703125,0.4739144444465637
256.0,0.751953125,0.314453125,0.56640625,71,256.0,0.5,0.39863261580467224,0.9375,0.49078434705734253
256.0,0.6953125,0.375,0.5703125,72,256.0,0.5,0.4712506830692291,0.8203125,0.5153586268424988
256.0,0.7109375,0.3984375,0.609375,72,256.0,0.5,0.4629082679748535,0.8125,0.5270490646362305
256.0,0.7265625,0.34375,0.5703125,73,256.0,0.5,0.4464017152786255,0.8828125,0.5227465033531189
256.0,0.736328125,0.353515625,0.58984375,73,256.0,0.5,0.42553168535232544,0.8828125,0.5218557119369507
256.0,0.609375,0.52734375,0.63671875,74,256.0,0.5,0.5771676898002625,0.58203125,0.5374334454536438
256.0,0.6328125,0.51953125,0.65234375,74,256.0,0.5,0.5489018559455872,0.61328125,0.5188463926315308
256.0,0.66796875,0.5,0.66796875,75,256.0,0.5,0.5432775020599365,0.66796875,0.5305435657501221
256.0,0.59765625,0.515625,0.61328125,75,256.0,0.5,0.5863267183303833,0.58203125,0.5400674343109131
256.0,0.703125,0.37109375,0.57421875,76,256.0,0.5,0.5462734699249268,0.83203125,0.543594479560852
256.0,0.740234375,0.361328125,0.6015625,76,256.0,0.5,0.5169887542724609,0.87890625,0.5496613383293152
256.0,0.76171875,0.3515625,0.61328125,77,256.0,0.5,0.5130940079689026,0.91015625,0.5484797954559326
256.0,0.755859375,0.283203125,0.5390625,77,256.0,0.5,0.5137912034988403,0.97265625,0.5651782751083374
256.0,0.6953125,0.328125,0.5234375,78,256.0,0.5,0.5767598152160645,0.8671875,0.5529744029045105
256.0,0.720703125,0.333984375,0.5546875,78,256.0,0.5,0.5314748287200928,0.88671875,0.5339168310165405
256.0,0.662109375,0.341796875,0.50390625,79,256.0,0.5,0.5689270496368408,0.8203125,0.5698555707931519
256.0,0.654296875,0.388671875,0.54296875,79,256.0,0.5,0.5592875480651855,0.765625,0.5734863877296448
256.0,0.673828125,0.365234375,0.5390625,80,256.0,0.5,0.5762468576431274,0.80859375,0.5564391016960144
256.0,0.666015625,0.373046875,0.5390625,80,256.0,0.5,0.5656945705413818,0.79296875,0.5565197467803955
256.0,0.666015625,0.357421875,0.5234375,81,256.0,0.5,0.6115105152130127,0.80859375,0.5755874514579773
256.0,0.63671875,0.35546875,0.4921875,81,256.0,0.5,0.6140894889831543,0.78125,0.5868667364120483
256.0,0.70703125,0.3828125,0.58984375,82,256.0,0.5,0.5610509514808655,0.82421875,0.5726635456085205
256.0,0.720703125,0.337890625,0.55859375,82,256.0,0.5,0.559097170829773,0.8828125,0.5818597078323364
256.0,0.685546875,0.345703125,0.53125,83,256.0,0.5,0.5775548219680786,0.83984375,0.5902365446090698
256.0,0.67578125,0.3671875,0.54296875,83,256.0,0.5,0.5880389213562012,0.80859375,0.581188440322876
256.0,0.705078125,0.404296875,0.609375,84,256.0,0.5,0.5538477897644043,0.80078125,0.5868629813194275
256.0,0.728515625,0.380859375,0.609375,84,256.0,0.5,0.540062427520752,0.84765625,0.5923370122909546
256.0,0.6796875,0.3828125,0.5625,85,256.0,0.5,0.6029743552207947,0.796875,0.5928696393966675
256.0,0.677734375,0.361328125,0.5390625,85,256.0,0.5,0.6015622615814209,0.81640625,0.6064090132713318
256.0,0.673828125,0.326171875,0.5,86,256.0,0.5,0.6390658617019653,0.84765625,0.6156159043312073
256.0,0.6953125,0.3203125,0.515625,86,256.0,0.5,0.5961812734603882,0.875,0.6071287393569946
256.0,0.716796875,0.357421875,0.57421875,87,256.0,0.5,0.610316812992096,0.859375,0.6006388068199158
256.0,0.734375,0.328125,0.5625,87,256.0,0.5,0.5779498815536499,0.90625,0.6008447408676147
256.0,0.716796875,0.326171875,0.54296875,88,256.0,0.5,0.5770888328552246,0.890625,0.610979437828064
256.0,0.67578125,0.34765625,0.5234375,88,256.0,0.5,0.6266563534736633,0.828125,0.6048578023910522
256.0,0.716796875,0.369140625,0.5859375,89,256.0,0.5,0.5589431524276733,0.84765625,0.5857236385345459
256.0,0.69140625,0.32421875,0.515625,89,256.0,0.5,0.5854517221450806,0.8671875,0.5874878168106079
256.0,0.7265625,0.3125,0.5390625,90,256.0,0.5,0.5996502041816711,0.9140625,0.5800900459289551
256.0,0.734375,0.33984375,0.57421875,90,256.0,0.5,0.5972201228141785,0.89453125,0.5669825077056885
256.0,0.724609375,0.341796875,0.56640625,91,256.0,0.5,0.5629680752754211,0.8828125,0.5484222173690796
256.0,0.7109375,0.34765625,0.55859375,91,256.0,0.5,0.5720058679580688,0.86328125,0.5478224158287048
256.0,0.728515625,0.322265625,0.55078125,92,256.0,0.5,0.5864318609237671,0.90625,0.5467935800552368
256.0,0.734375,0.36328125,0.59765625,92,256.0,0.5,0.584444522857666,0.87109375,0.5373844504356384
256.0,0.763671875,0.326171875,0.58984375,93,256.0,0.5,0.5197514295578003,0.9375,0.5382206439971924
256.0,0.744140625,0.322265625,0.56640625,93,256.0,0.5,0.5524537563323975,0.921875,0.5468240976333618
256.0,0.703125,0.36328125,0.56640625,94,256.0,0.5,0.5538418292999268,0.83984375,0.5302896499633789
256.0,0.73828125,0.3515625,0.58984375,94,256.0,0.5,0.5370927453041077,0.88671875,0.5297315716743469
256.0,0.724609375,0.369140625,0.59375,95,256.0,0.5,0.5433367490768433,0.85546875,0.5248997211456299
256.0,0.7265625,0.3828125,0.609375,95,256.0,0.5,0.5349947214126587,0.84375,0.5274579524993896
256.0,0.712890625,0.388671875,0.6015625,96,256.0,0.5,0.5316640138626099,0.82421875,0.540676474571228
256.0,0.720703125,0.365234375,0.5859375,96,256.0,0.5,0.519537091255188,0.85546875,0.5475678443908691
256.0,0.6875,0.41015625,0.59765625,97,256.0,0.5,0.5318296551704407,0.77734375,0.5489730834960938
256.0,0.685546875,0.447265625,0.6328125,97,256.0,0.5,0.5192773938179016,0.73828125,0.5316774249076843
256.0,0.689453125,0.458984375,0.6484375,98,256.0,0.5,0.5222223997116089,0.73046875,0.5407760143280029
256.0,0.677734375,0.423828125,0.6015625,98,256.0,0.5,0.5369012355804443,0.75390625,0.5441052913665771
256.0,0.763671875,0.380859375,0.64453125,99,256.0,0.5,0.5398927330970764,0.8828125,0.5364261269569397
256.0,0.744140625,0.349609375,0.59375,99,256.0,0.5,0.5468313694000244,0.89453125,0.542314350605011
256.0,0.7890625,0.3671875,0.65625,100,256.0,0.5,0.48805832862854004,0.921875,0.5489550828933716
256.0,0.748046875,0.353515625,0.6015625,100,256.0,0.5,0.5372796654701233,0.89453125,0.5423679351806641
256.0,0.7421875,0.33984375,0.58203125,101,256.0,0.5,0.5480415225028992,0.90234375,0.52227383852005
256.0,0.759765625,0.365234375,0.625,101,256.0,0.5,0.5239284038543701,0.89453125,0.5146334171295166
256.0,0.759765625,0.357421875,0.6171875,102,256.0,0.5,0.5539606809616089,0.90234375,0.5065345764160156
256.0,0.748046875,0.310546875,0.55859375,102,256.0,0.5,0.5590529441833496,0.9375,0.49259650707244873
256.0,0.703125,0.39453125,0.59765625,103,256.0,0.5,0.5822749733924866,0.80859375,0.48762068152427673
256.0,0.728515625,0.392578125,0.62109375,103,256.0,0.5,0.5668876767158508,0.8359375,0.49560093879699707
256.0,0.72265625,0.3515625,0.57421875,104,256.0,0.5,0.5839803218841553,0.87109375,0.5045216083526611
256.0,0.765625,0.36328125,0.62890625,104,256.0,0.5,0.5227338075637817,0.90234375,0.4935373067855835
256.0,0.654296875,0.412109375,0.56640625,105,256.0,0.5,0.5936037302017212,0.7421875,0.4991741180419922
256.0,0.693359375,0.439453125,0.6328125,105,256.0,0.5,0.5447273850440979,0.75390625,0.4834545850753784
256.0,0.6953125,0.390625,0.5859375,106,256.0,0.5,0.5205303430557251,0.8046875,0.4873429536819458
256.0,0.68359375,0.43359375,0.6171875,106,256.0,0.5,0.5362997055053711,0.75,0.4939920902252197
256.0,0.6640625,0.4375,0.6015625,107,256.0,0.5,0.5791954398155212,0.7265625,0.5103598833084106
256.0,0.708984375,0.455078125,0.6640625,107,256.0,0.5,0.5210506916046143,0.75390625,0.5018923878669739
256.0,0.736328125,0.376953125,0.61328125,108,256.0,0.5,0.5160819292068481,0.859375,0.5072365403175354
256.0,0.6796875,0.35546875,0.53515625,108,256.0,0.5,0.5854884386062622,0.82421875,0.5097609758377075
256.0,0.697265625,0.427734375,0.625,109,256.0,0.5,0.569997251033783,0.76953125,0.49394750595092773
256.0,0.6796875,0.40234375,0.58203125,109,256.0,0.5,0.5766423344612122,0.77734375,0.5044242143630981
256.0,0.671875,0.3984375,0.5703125,110,256.0,0.5,0.5707855820655823,0.7734375,0.5087175965309143
256.0,0.72265625,0.40625,0.62890625,110,256.0,0.5,0.530230700969696,0.81640625,0.5026676654815674
256.0,0.70703125,0.3671875,0.57421875,111,256.0,0.5,0.501947283744812,0.83984375,0.5085856318473816
256.0,0.740234375,0.376953125,0.6171875,111,256.0,0.5,0.47947585582733154,0.86328125,0.5050787329673767
256.0,0.755859375,0.310546875,0.56640625,112,256.0,0.5,0.49143874645233154,0.9453125,0.5263481140136719
256.0,0.75,0.32421875,0.57421875,112,256.0,0.5,0.4922481179237366,0.92578125,0.5234555006027222
256.0,0.716796875,0.302734375,0.51953125,113,256.0,0.5,0.5378215312957764,0.9140625,0.5454651713371277
256.0,0.7421875,0.32421875,0.56640625,113,256.0,0.5,0.5209585428237915,0.91796875,0.5402485132217407
256.0,0.708984375,0.263671875,0.47265625,114,256.0,0.5,0.5578567385673523,0.9453125,0.5583481192588806
256.0,0.708984375,0.306640625,0.515625,114,256.0,0.5,0.5688695907592773,0.90234375,0.5531021952629089
256.0,0.720703125,0.298828125,0.51953125,115,256.0,0.5,0.544480562210083,0.921875,0.5488649606704712
256.0,0.73828125,0.31640625,0.5546875,115,256.0,0.5,0.5499473810195923,0.921875,0.5492590665817261
256.0,0.748046875,0.330078125,0.578125,116,256.0,0.5,0.5168492794036865,0.91796875,0.5553016662597656
256.0,0.724609375,0.345703125,0.5703125,116,256.0,0.5,0.5625858306884766,0.87890625,0.5539636611938477
256.0,0.73046875,0.359375,0.58984375,117,256.0,0.5,0.5579004287719727,0.87109375,0.5586532950401306
256.0,0.740234375,0.353515625,0.59375,117,256.0,0.5,0.5557752847671509,0.88671875,0.5552816987037659
256.0,0.732421875,0.369140625,0.6015625,118,256.0,0.5,0.5384874939918518,0.86328125,0.5504560470581055
256.0,0.71875,0.33203125,0.55078125,118,256.0,0.5,0.5451828241348267,0.88671875,0.5488267540931702
256.0,0.673828125,0.392578125,0.56640625,119,256.0,0.5,0.6161472201347351,0.78125,0.5588259696960449
256.0,0.72265625,0.43359375,0.65625,119,256.0,0.5,0.5594373345375061,0.7890625,0.5366442799568176
256.0,0.724609375,0.361328125,0.5859375,120,256.0,0.5,0.558819591999054,0.86328125,0.5678064227104187
256.0,0.68359375,0.375,0.55859375,120,256.0,0.5,0.5922661423683167,0.80859375,0.5559040307998657
256.0,0.697265625,0.361328125,0.55859375,121,256.0,0.5,0.59123694896698,0.8359375,0.5685381889343262
256.0,0.712890625,0.373046875,0.5859375,121,256.0,0.5,0.5766424536705017,0.83984375,0.5575003623962402
256.0,0.68359375,0.37109375,0.5546875,122,256.0,0.5,0.603533148765564,0.8125,0.5627270936965942
256.0,0.65625,0.36328125,0.51953125,122,256.0,0.5,0.6498314142227173,0.79296875,0.5527185201644897
256.0,0.671875,0.33203125,0.50390625,123,256.0,0.5,0.5774440765380859,0.83984375,0.5671103000640869
256.0,0.66796875,0.359375,0.52734375,123,256.0,0.5,0.5937089323997498,0.80859375,0.5625618696212769
256.0,0.6484375,0.37109375,0.51953125,124,256.0,0.5,0.5913182497024536,0.77734375,0.567660927772522
256.0,0.69921875,0.3828125,0.58203125,124,256.0,0.5,0.5468477010726929,0.81640625,0.5490783452987671
256.0,0.64453125,0.3671875,0.51171875,125,256.0,0.5,0.5643292665481567,0.77734375,0.560130774974823
256.0,0.654296875,0.400390625,0.5546875,125,256.0,0.5,0.5589848160743713,0.75390625,0.5576813817024231
