raw/disc/disc_proportion_expert_true,raw/disc/disc_acc_gen,raw/disc/disc_acc,raw/disc/disc_acc_expert,raw/disc/n_generated,raw/disc/n_expert,raw/disc/disc_entropy,raw/disc/disc_proportion_expert_pred,raw/disc/global_step,raw/disc/disc_loss
0.5,0.82421875,0.748046875,0.671875,256.0,256.0,0.5066590309143066,0.423828125,17,0.511883020401001
0.5,0.80078125,0.76953125,0.73828125,256.0,256.0,0.4866621196269989,0.46875,18,0.4701046347618103
0.5,0.80859375,0.775390625,0.7421875,256.0,256.0,0.49269115924835205,0.466796875,19,0.46661704778671265
0.5,0.83984375,0.79296875,0.74609375,256.0,256.0,0.48106059432029724,0.453125,20,0.45192018151283264
0.5,0.77734375,0.8125,0.84765625,256.0,256.0,0.45195072889328003,0.53515625,21,0.3863559365272522
0.5,0.76171875,0.77734375,0.79296875,256.0,256.0,0.474506139755249,0.515625,22,0.4352143704891205
0.5,0.8203125,0.826171875,0.83203125,256.0,256.0,0.4627816677093506,0.505859375,23,0.390834242105484
0.5,0.875,0.79296875,0.7109375,256.0,256.0,0.4560680687427521,0.41796875,24,0.4448395371437073
0.5,0.85546875,0.81640625,0.77734375,256.0,256.0,0.43105512857437134,0.4609375,25,0.4168916344642639
0.5,0.83984375,0.841796875,0.84375,256.0,256.0,0.4224320650100708,0.501953125,26,0.3647972345352173
0.5,0.86328125,0.85546875,0.84765625,256.0,256.0,0.42862939834594727,0.4921875,27,0.3658471703529358
0.5,0.87890625,0.84765625,0.81640625,256.0,256.0,0.43003833293914795,0.46875,28,0.3552348017692566
0.5,0.90234375,0.8203125,0.73828125,256.0,256.0,0.41221868991851807,0.41796875,29,0.3971600830554962
0.5,0.95703125,0.8671875,0.77734375,256.0,256.0,0.3837982714176178,0.41015625,30,0.3260100483894348
0.5,0.9609375,0.869140625,0.77734375,256.0,256.0,0.39908576011657715,0.408203125,31,0.33499792218208313
0.5,0.9453125,0.89453125,0.84375,256.0,256.0,0.37740465998649597,0.44921875,32,0.28094154596328735
0.5,0.8828125,0.86328125,0.84375,256.0,256.0,0.40051114559173584,0.48046875,33,0.3223119378089905
0.5,0.875,0.837890625,0.80078125,256.0,256.0,0.41627272963523865,0.462890625,34,0.3666025996208191
0.5,0.96875,0.873046875,0.77734375,256.0,256.0,0.37090539932250977,0.404296875,35,0.31675130128860474
0.5,0.984375,0.87890625,0.7734375,256.0,256.0,0.36970967054367065,0.39453125,36,0.2920615077018738
0.5,0.984375,0.87890625,0.7734375,256.0,256.0,0.3459852635860443,0.39453125,37,0.2911151647567749
0.5,0.97265625,0.900390625,0.828125,256.0,256.0,0.33722373843193054,0.427734375,38,0.264626145362854
0.5,0.96875,0.89453125,0.8203125,256.0,256.0,0.3657931089401245,0.42578125,39,0.2788512408733368
0.5,0.94921875,0.90625,0.86328125,256.0,256.0,0.36364442110061646,0.45703125,40,0.2802625596523285
0.5,0.95703125,0.8984375,0.83984375,256.0,256.0,0.352400004863739,0.44140625,41,0.28044193983078003
0.5,0.93359375,0.876953125,0.8203125,256.0,256.0,0.3297426104545593,0.443359375,42,0.3254849910736084
0.5,0.96875,0.869140625,0.76953125,256.0,256.0,0.3186017572879791,0.400390625,43,0.3278857171535492
0.5,0.95703125,0.8984375,0.83984375,256.0,256.0,0.2936346232891083,0.44140625,44,0.2507057189941406
0.5,0.9765625,0.884765625,0.79296875,256.0,256.0,0.3173920214176178,0.408203125,45,0.2967514991760254
0.5,0.9296875,0.869140625,0.80859375,256.0,256.0,0.33939704298973083,0.439453125,46,0.3020588755607605
0.5,0.890625,0.87109375,0.8515625,256.0,256.0,0.329801082611084,0.48046875,47,0.2885810434818268
0.5,0.94140625,0.896484375,0.8515625,256.0,256.0,0.32644522190093994,0.455078125,48,0.2729418873786926
0.5,0.9765625,0.900390625,0.82421875,256.0,256.0,0.311004638671875,0.423828125,49,0.2617731988430023
0.5,0.96875,0.89453125,0.8203125,256.0,256.0,0.306158185005188,0.42578125,50,0.27520009875297546
0.5,0.984375,0.916015625,0.84765625,256.0,256.0,0.289783239364624,0.431640625,51,0.22899022698402405
0.5,0.984375,0.8984375,0.8125,256.0,256.0,0.2958366274833679,0.4140625,52,0.26488736271858215
0.5,0.953125,0.904296875,0.85546875,256.0,256.0,0.3205224871635437,0.451171875,53,0.23837901651859283
0.5,0.93359375,0.89453125,0.85546875,256.0,256.0,0.3398405611515045,0.4609375,54,0.28428125381469727
0.5,0.97265625,0.923828125,0.875,256.0,256.0,0.283744215965271,0.451171875,55,0.23251862823963165
0.5,0.98046875,0.857421875,0.734375,256.0,256.0,0.2970704436302185,0.376953125,56,0.32579779624938965
0.5,0.98828125,0.919921875,0.8515625,256.0,256.0,0.27464625239372253,0.431640625,57,0.21956786513328552
0.5,0.94921875,0.8984375,0.84765625,256.0,256.0,0.26907438039779663,0.44921875,58,0.26282912492752075
0.5,0.96875,0.904296875,0.83984375,256.0,256.0,0.29679369926452637,0.435546875,59,0.2565055191516876
0.5,0.9921875,0.947265625,0.90234375,256.0,256.0,0.29866528511047363,0.455078125,60,0.2129545658826828
0.5,0.98046875,0.912109375,0.84375,256.0,256.0,0.2912103831768036,0.431640625,61,0.22861921787261963
0.5,0.9921875,0.935546875,0.87890625,256.0,256.0,0.2668023109436035,0.443359375,62,0.2138798087835312
0.5,0.98828125,0.892578125,0.796875,256.0,256.0,0.2983575463294983,0.404296875,63,0.28757911920547485
0.5,0.97265625,0.916015625,0.859375,256.0,256.0,0.29268819093704224,0.443359375,64,0.23178288340568542
0.5,0.953125,0.91796875,0.8828125,256.0,256.0,0.2960279583930969,0.46484375,65,0.23645372688770294
0.5,0.984375,0.90625,0.828125,256.0,256.0,0.26720133423805237,0.421875,66,0.24382275342941284
0.5,0.98828125,0.904296875,0.8203125,256.0,256.0,0.2833465337753296,0.416015625,67,0.25227269530296326
0.5,0.984375,0.9296875,0.875,256.0,256.0,0.26022467017173767,0.4453125,68,0.20323607325553894
0.5,0.984375,0.8984375,0.8125,256.0,256.0,0.2870372533798218,0.4140625,69,0.2576914429664612
0.5,0.9609375,0.916015625,0.87109375,256.0,256.0,0.3076269030570984,0.455078125,70,0.243379145860672
0.5,0.98046875,0.9140625,0.84765625,256.0,256.0,0.26780715584754944,0.43359375,71,0.2337384968996048
0.5,0.98828125,0.916015625,0.84375,256.0,256.0,0.27416324615478516,0.427734375,72,0.2259708046913147
0.5,0.984375,0.931640625,0.87890625,256.0,256.0,0.2541217803955078,0.447265625,73,0.22254471480846405
0.5,0.97265625,0.912109375,0.8515625,256.0,256.0,0.2618687152862549,0.439453125,74,0.23886620998382568
0.5,0.984375,0.921875,0.859375,256.0,256.0,0.27477574348449707,0.4375,75,0.24507182836532593
0.5,0.984375,0.9140625,0.84375,256.0,256.0,0.26111090183258057,0.4296875,76,0.2557697296142578
0.5,0.98828125,0.927734375,0.8671875,256.0,256.0,0.23660627007484436,0.439453125,77,0.20930594205856323
0.5,0.96484375,0.919921875,0.875,256.0,256.0,0.25293076038360596,0.455078125,78,0.21475982666015625
0.5,0.98828125,0.91796875,0.84765625,256.0,256.0,0.2657499611377716,0.4296875,79,0.23704349994659424
0.5,0.9765625,0.91015625,0.84375,256.0,256.0,0.2704015374183655,0.43359375,80,0.23686254024505615
0.5,0.9375,0.90234375,0.8671875,256.0,256.0,0.2903061509132385,0.46484375,81,0.24358713626861572
0.5,0.8828125,0.8671875,0.8515625,256.0,256.0,0.27825653553009033,0.484375,82,0.33629488945007324
0.5,0.875,0.865234375,0.85546875,256.0,256.0,0.24627718329429626,0.490234375,83,0.375579833984375
0.5,0.7578125,0.78125,0.8046875,256.0,256.0,0.2114538550376892,0.5234375,84,0.8682039976119995
0.5,0.65625,0.677734375,0.69921875,256.0,256.0,0.18594707548618317,0.521484375,85,1.3440698385238647
0.5,0.640625,0.638671875,0.63671875,256.0,256.0,0.2207021862268448,0.498046875,86,1.423995018005371
0.5,0.51953125,0.5546875,0.58984375,256.0,256.0,0.21926136314868927,0.53515625,87,1.741241216659546
0.5,0.515625,0.544921875,0.57421875,256.0,256.0,0.26994383335113525,0.529296875,88,1.3897125720977783
0.5,0.56640625,0.5859375,0.60546875,256.0,256.0,0.3128553032875061,0.51953125,89,0.9809480905532837
0.5,0.67578125,0.6171875,0.55859375,256.0,256.0,0.37971651554107666,0.44140625,90,0.8321093320846558
0.5,0.90625,0.685546875,0.46484375,256.0,256.0,0.37048575282096863,0.279296875,91,0.7346475720405579
0.5,0.93359375,0.736328125,0.5390625,256.0,256.0,0.38999032974243164,0.302734375,92,0.5714147090911865
0.5,0.9296875,0.734375,0.5390625,256.0,256.0,0.42715370655059814,0.3046875,93,0.4947040379047394
0.5,0.92578125,0.787109375,0.6484375,256.0,256.0,0.4760090410709381,0.361328125,94,0.4279937446117401
0.5,0.83203125,0.80078125,0.76953125,256.0,256.0,0.5277177095413208,0.46875,95,0.4361727833747864
0.5,0.7734375,0.841796875,0.91015625,256.0,256.0,0.5820375084877014,0.568359375,96,0.46724748611450195
0.5,0.625,0.7890625,0.953125,256.0,256.0,0.5852088332176208,0.6640625,97,0.5136580467224121
0.5,0.46484375,0.6875,0.91015625,256.0,256.0,0.5727443695068359,0.72265625,98,0.5630952715873718
0.5,0.4765625,0.681640625,0.88671875,256.0,256.0,0.5733851194381714,0.705078125,99,0.54258131980896
0.5,0.5546875,0.6875,0.8203125,256.0,256.0,0.5602981448173523,0.6328125,100,0.5214556455612183
0.5,0.58203125,0.689453125,0.796875,256.0,256.0,0.5518712997436523,0.607421875,101,0.540246844291687
0.5,0.74609375,0.75,0.75390625,256.0,256.0,0.5142942667007446,0.50390625,102,0.4938631057739258
0.5,0.75,0.69921875,0.6484375,256.0,256.0,0.4943085014820099,0.44921875,103,0.5096479058265686
0.5,0.796875,0.734375,0.671875,256.0,256.0,0.45206472277641296,0.4375,104,0.49607744812965393
0.5,0.87109375,0.763671875,0.65625,256.0,256.0,0.42222756147384644,0.392578125,105,0.469340980052948
0.5,0.859375,0.810546875,0.76171875,256.0,256.0,0.3842609226703644,0.451171875,106,0.38661205768585205
0.5,0.91796875,0.82421875,0.73046875,256.0,256.0,0.40890204906463623,0.40625,107,0.3885093927383423
0.5,0.84375,0.818359375,0.79296875,256.0,256.0,0.38529539108276367,0.474609375,108,0.3513724207878113
0.5,0.81640625,0.80859375,0.80078125,256.0,256.0,0.3896750211715698,0.4921875,109,0.3806522488594055
0.5,0.83203125,0.806640625,0.78125,256.0,256.0,0.3777487576007843,0.474609375,110,0.3806290924549103
0.5,0.78515625,0.783203125,0.78125,256.0,256.0,0.37807977199554443,0.498046875,111,0.3901698887348175
0.5,0.80078125,0.833984375,0.8671875,256.0,256.0,0.34862029552459717,0.533203125,112,0.36169737577438354
0.5,0.82421875,0.8359375,0.84765625,256.0,256.0,0.38059020042419434,0.51171875,113,0.3649046719074249
0.5,0.78515625,0.791015625,0.796875,256.0,256.0,0.36993032693862915,0.505859375,114,0.40427738428115845
0.5,0.83984375,0.849609375,0.859375,256.0,256.0,0.35886213183403015,0.509765625,115,0.33929359912872314
0.5,0.890625,0.83203125,0.7734375,256.0,256.0,0.3656206429004669,0.44140625,116,0.369581937789917
0.5,0.9296875,0.822265625,0.71484375,256.0,256.0,0.3521469831466675,0.392578125,117,0.36105477809906006
0.5,0.9765625,0.88671875,0.796875,256.0,256.0,0.33889687061309814,0.41015625,118,0.29901450872421265
0.5,0.9375,0.875,0.8125,256.0,256.0,0.3584859371185303,0.4375,119,0.31763583421707153
0.5,0.9375,0.87890625,0.8203125,256.0,256.0,0.33729273080825806,0.44140625,120,0.29692918062210083
0.5,0.9375,0.861328125,0.78515625,256.0,256.0,0.3702881932258606,0.423828125,121,0.338468998670578
0.5,0.9140625,0.87109375,0.828125,256.0,256.0,0.3743630647659302,0.45703125,122,0.30209940671920776
0.5,0.91015625,0.87109375,0.83203125,256.0,256.0,0.3560587167739868,0.4609375,123,0.3082479238510132
0.5,0.89453125,0.861328125,0.828125,256.0,256.0,0.3517778217792511,0.466796875,124,0.314776211977005
0.5,0.85546875,0.8515625,0.84765625,256.0,256.0,0.35444483160972595,0.49609375,125,0.3140696883201599
0.5,0.91015625,0.880859375,0.8515625,256.0,256.0,0.3476610779762268,0.470703125,126,0.29618990421295166
0.5,0.94140625,0.880859375,0.8203125,256.0,256.0,0.3440939784049988,0.439453125,127,0.3010915517807007
0.5,0.953125,0.8828125,0.8125,256.0,256.0,0.34018468856811523,0.4296875,128,0.2894606590270996
0.5,0.96484375,0.873046875,0.78125,256.0,256.0,0.3384060263633728,0.408203125,129,0.2962835431098938
0.5,0.96484375,0.892578125,0.8203125,256.0,256.0,0.31399092078208923,0.427734375,130,0.2671666741371155
0.5,0.96875,0.888671875,0.80859375,256.0,256.0,0.32754674553871155,0.419921875,131,0.2900207042694092
0.5,0.94921875,0.884765625,0.8203125,256.0,256.0,0.334798127412796,0.435546875,132,0.2661207914352417
0.5,0.90234375,0.8515625,0.80078125,256.0,256.0,0.35562971234321594,0.44921875,133,0.3343021869659424
0.5,0.93359375,0.880859375,0.828125,256.0,256.0,0.35961103439331055,0.447265625,134,0.28965461254119873
0.5,0.97265625,0.896484375,0.8203125,256.0,256.0,0.3326900899410248,0.423828125,135,0.2649117112159729
0.5,0.97265625,0.916015625,0.859375,256.0,256.0,0.34772413969039917,0.443359375,136,0.2658001482486725
0.5,0.95703125,0.91015625,0.86328125,256.0,256.0,0.3227865993976593,0.453125,137,0.2430580109357834
0.5,0.921875,0.884765625,0.84765625,256.0,256.0,0.31444159150123596,0.462890625,138,0.2952403724193573
0.5,0.96484375,0.908203125,0.8515625,256.0,256.0,0.30659759044647217,0.443359375,139,0.24666309356689453
0.5,0.9375,0.865234375,0.79296875,256.0,256.0,0.3348541855812073,0.427734375,140,0.30602335929870605
0.5,0.9921875,0.90625,0.8203125,256.0,256.0,0.318838506937027,0.4140625,141,0.25472894310951233
0.5,0.99609375,0.876953125,0.7578125,256.0,256.0,0.33410054445266724,0.380859375,142,0.2973916530609131
0.5,0.9375,0.857421875,0.77734375,256.0,256.0,0.3322368860244751,0.419921875,143,0.2944469451904297
0.5,0.88671875,0.853515625,0.8203125,256.0,256.0,0.33719784021377563,0.466796875,144,0.31044313311576843
0.5,0.83984375,0.8359375,0.83203125,256.0,256.0,0.3669639527797699,0.49609375,145,0.3488902151584625
0.5,0.87109375,0.84765625,0.82421875,256.0,256.0,0.348146915435791,0.4765625,146,0.3407305181026459
0.5,0.8984375,0.833984375,0.76953125,256.0,256.0,0.36379745602607727,0.435546875,147,0.343727171421051
0.5,0.84765625,0.8203125,0.79296875,256.0,256.0,0.3760453760623932,0.47265625,148,0.36118483543395996
0.5,0.86328125,0.845703125,0.828125,256.0,256.0,0.3362836539745331,0.482421875,149,0.3718089759349823
0.5,0.80078125,0.751953125,0.703125,256.0,256.0,0.36563897132873535,0.451171875,150,0.5404252409934998
0.5,0.79296875,0.79296875,0.79296875,256.0,256.0,0.3573800325393677,0.5,151,0.5336098670959473
0.5,0.64453125,0.689453125,0.734375,256.0,256.0,0.33132678270339966,0.544921875,152,0.912124752998352
0.5,0.5625,0.625,0.6875,256.0,256.0,0.34831392765045166,0.5625,153,1.0791077613830566
0.5,0.453125,0.5390625,0.625,256.0,256.0,0.3527946472167969,0.5859375,154,1.2209254503250122
0.5,0.37890625,0.525390625,0.671875,256.0,256.0,0.3756093680858612,0.646484375,155,1.1194926500320435
0.5,0.44140625,0.517578125,0.59375,256.0,256.0,0.4342299997806549,0.576171875,156,0.971378743648529
0.5,0.515625,0.529296875,0.54296875,256.0,256.0,0.48255062103271484,0.513671875,157,0.809772253036499
0.5,0.77734375,0.625,0.47265625,256.0,256.0,0.4949164390563965,0.34765625,158,0.6578447222709656
0.5,0.91015625,0.634765625,0.359375,256.0,256.0,0.49353212118148804,0.224609375,159,0.5822067260742188
0.5,0.9765625,0.634765625,0.29296875,256.0,256.0,0.4860750138759613,0.158203125,160,0.5331236720085144
0.5,0.9921875,0.63671875,0.28125,256.0,256.0,0.5118143558502197,0.14453125,161,0.5472185611724854
0.5,0.95703125,0.689453125,0.421875,256.0,256.0,0.5502302050590515,0.232421875,162,0.5310189127922058
0.5,0.8828125,0.73828125,0.59375,256.0,256.0,0.5957878828048706,0.35546875,163,0.543489933013916
0.5,0.6015625,0.6796875,0.7578125,256.0,256.0,0.5985860228538513,0.578125,164,0.5853660702705383
0.5,0.40625,0.607421875,0.80859375,256.0,256.0,0.588233470916748,0.701171875,165,0.6401849389076233
0.5,0.25390625,0.546875,0.83984375,256.0,256.0,0.5630306005477905,0.79296875,166,0.7149211168289185
0.5,0.125,0.4765625,0.828125,256.0,256.0,0.5651230216026306,0.8515625,167,0.7782543301582336
0.5,0.140625,0.4609375,0.78125,256.0,256.0,0.5169656276702881,0.8203125,168,0.8928652405738831
0.5,0.140625,0.466796875,0.79296875,256.0,256.0,0.543136477470398,0.826171875,169,0.8558166027069092
0.5,0.31640625,0.51171875,0.70703125,256.0,256.0,0.5456135272979736,0.6953125,170,0.8004463911056519
0.5,0.58203125,0.583984375,0.5859375,256.0,256.0,0.5480393767356873,0.501953125,171,0.692229151725769
0.5,0.78515625,0.642578125,0.5,256.0,256.0,0.5441177487373352,0.357421875,172,0.6570841670036316
0.5,0.89453125,0.732421875,0.5703125,256.0,256.0,0.5157084465026855,0.337890625,173,0.5530825853347778
0.5,0.90234375,0.69921875,0.49609375,256.0,256.0,0.4999425411224365,0.296875,174,0.5690795183181763
0.5,0.9375,0.69921875,0.4609375,256.0,256.0,0.4800492525100708,0.26171875,175,0.5411626696586609
0.5,0.984375,0.708984375,0.43359375,256.0,256.0,0.46607059240341187,0.224609375,176,0.5441526770591736
0.5,0.96875,0.70703125,0.4453125,256.0,256.0,0.44003134965896606,0.23828125,177,0.5362306833267212
0.5,0.98828125,0.720703125,0.453125,256.0,256.0,0.4358382821083069,0.232421875,178,0.5173074007034302
0.5,0.984375,0.72265625,0.4609375,256.0,256.0,0.43117785453796387,0.23828125,179,0.5109045505523682
0.5,0.96875,0.732421875,0.49609375,256.0,256.0,0.42952507734298706,0.263671875,180,0.4837043285369873
0.5,0.98828125,0.78125,0.57421875,256.0,256.0,0.42953094840049744,0.29296875,181,0.42488813400268555
0.5,0.97265625,0.744140625,0.515625,256.0,256.0,0.4508195221424103,0.271484375,182,0.468260258436203
0.5,0.9765625,0.744140625,0.51171875,256.0,256.0,0.4562590718269348,0.267578125,183,0.4663999080657959
0.5,0.96875,0.796875,0.625,256.0,256.0,0.45929279923439026,0.328125,184,0.41689473390579224
0.5,0.94921875,0.779296875,0.609375,256.0,256.0,0.46120819449424744,0.330078125,185,0.452221155166626
0.5,0.953125,0.8125,0.671875,256.0,256.0,0.44582489132881165,0.359375,186,0.39607006311416626
0.5,0.91796875,0.826171875,0.734375,256.0,256.0,0.4737425446510315,0.408203125,187,0.419721394777298
0.5,0.890625,0.822265625,0.75390625,256.0,256.0,0.47762352228164673,0.431640625,188,0.42205196619033813
0.5,0.8515625,0.810546875,0.76953125,256.0,256.0,0.47447270154953003,0.458984375,189,0.4183245599269867
0.5,0.81640625,0.798828125,0.78125,256.0,256.0,0.4792616665363312,0.482421875,190,0.44268447160720825
0.5,0.8515625,0.8359375,0.8203125,256.0,256.0,0.4622296094894409,0.484375,191,0.41892796754837036
0.5,0.8359375,0.830078125,0.82421875,256.0,256.0,0.48197078704833984,0.494140625,192,0.39864301681518555
0.5,0.79296875,0.802734375,0.8125,256.0,256.0,0.4810984134674072,0.509765625,193,0.4250802993774414
0.5,0.84375,0.83984375,0.8359375,256.0,256.0,0.4728567600250244,0.49609375,194,0.389089971780777
0.5,0.8046875,0.7890625,0.7734375,256.0,256.0,0.48769694566726685,0.484375,195,0.42975088953971863
0.5,0.84375,0.84765625,0.8515625,256.0,256.0,0.43833014369010925,0.50390625,196,0.34553834795951843
0.5,0.83203125,0.81640625,0.80078125,256.0,256.0,0.4695858359336853,0.484375,197,0.40040117502212524
0.5,0.8515625,0.845703125,0.83984375,256.0,256.0,0.4555530846118927,0.494140625,198,0.3633386790752411
0.5,0.87109375,0.833984375,0.796875,256.0,256.0,0.43275052309036255,0.462890625,199,0.3684978187084198
0.5,0.8515625,0.802734375,0.75390625,256.0,256.0,0.4372139573097229,0.451171875,200,0.3971267342567444
0.5,0.8671875,0.81640625,0.765625,256.0,256.0,0.42311573028564453,0.44921875,201,0.38527774810791016
0.5,0.8984375,0.83984375,0.78125,256.0,256.0,0.41640716791152954,0.44140625,202,0.3627115786075592
0.5,0.90234375,0.859375,0.81640625,256.0,256.0,0.40093013644218445,0.45703125,203,0.3589402735233307
0.5,0.921875,0.876953125,0.83203125,256.0,256.0,0.3914108872413635,0.455078125,204,0.310932993888855
0.5,0.89453125,0.857421875,0.8203125,256.0,256.0,0.4062146544456482,0.462890625,205,0.34291428327560425
0.5,0.9296875,0.884765625,0.83984375,256.0,256.0,0.39315086603164673,0.455078125,206,0.32376915216445923
0.5,0.88671875,0.853515625,0.8203125,256.0,256.0,0.39678341150283813,0.466796875,207,0.36064064502716064
0.5,0.94921875,0.8828125,0.81640625,256.0,256.0,0.3720662593841553,0.43359375,208,0.32123416662216187
0.5,0.8828125,0.8671875,0.8515625,256.0,256.0,0.37907838821411133,0.484375,209,0.33903637528419495
0.5,0.91015625,0.87890625,0.84765625,256.0,256.0,0.37552088499069214,0.46875,210,0.32268279790878296
0.5,0.91796875,0.873046875,0.828125,256.0,256.0,0.39417675137519836,0.455078125,211,0.32103419303894043
0.5,0.91015625,0.873046875,0.8359375,256.0,256.0,0.3723244071006775,0.462890625,212,0.30349066853523254
0.5,0.86328125,0.8515625,0.83984375,256.0,256.0,0.3865417242050171,0.48828125,213,0.35556361079216003
0.5,0.85546875,0.845703125,0.8359375,256.0,256.0,0.38035497069358826,0.490234375,214,0.35172778367996216
0.5,0.92578125,0.87109375,0.81640625,256.0,256.0,0.35673046112060547,0.4453125,215,0.2945619821548462
0.5,0.9453125,0.8671875,0.7890625,256.0,256.0,0.342329740524292,0.421875,216,0.32121777534484863
0.5,0.890625,0.84375,0.796875,256.0,256.0,0.3612763285636902,0.453125,217,0.33458566665649414
0.5,0.90625,0.83984375,0.7734375,256.0,256.0,0.35357311367988586,0.43359375,218,0.34981095790863037
0.5,0.80859375,0.8125,0.81640625,256.0,256.0,0.35322096943855286,0.50390625,219,0.42574232816696167
0.5,0.8203125,0.796875,0.7734375,256.0,256.0,0.3589526414871216,0.4765625,220,0.4807411730289459
0.5,0.734375,0.755859375,0.77734375,256.0,256.0,0.3813849687576294,0.521484375,221,0.5690218210220337
0.5,0.71875,0.73828125,0.7578125,256.0,256.0,0.3575037121772766,0.51953125,222,0.6011083126068115
0.5,0.70703125,0.716796875,0.7265625,256.0,256.0,0.3848893940448761,0.509765625,223,0.6338152289390564
0.5,0.65234375,0.671875,0.69140625,256.0,256.0,0.3837353587150574,0.51953125,224,0.6844546794891357
0.5,0.73828125,0.703125,0.66796875,256.0,256.0,0.37394511699676514,0.46484375,225,0.6042852401733398
0.5,0.76953125,0.716796875,0.6640625,256.0,256.0,0.3772259056568146,0.447265625,226,0.5950173735618591
0.5,0.8125,0.740234375,0.66796875,256.0,256.0,0.3639780282974243,0.427734375,227,0.5595093965530396
0.5,0.88671875,0.744140625,0.6015625,256.0,256.0,0.3849056363105774,0.357421875,228,0.5015420913696289
0.5,0.828125,0.72265625,0.6171875,256.0,256.0,0.39453375339508057,0.39453125,229,0.5457378029823303
0.5,0.859375,0.818359375,0.77734375,256.0,256.0,0.3870733976364136,0.458984375,230,0.4057348668575287
0.5,0.8671875,0.81640625,0.765625,256.0,256.0,0.38688546419143677,0.44921875,231,0.4238012135028839
0.5,0.84375,0.84375,0.84375,256.0,256.0,0.3650854229927063,0.5,232,0.34813857078552246
0.5,0.796875,0.7890625,0.78125,256.0,256.0,0.39017772674560547,0.4921875,233,0.4164057970046997
0.5,0.8125,0.82421875,0.8359375,256.0,256.0,0.39101099967956543,0.51171875,234,0.36323514580726624
0.5,0.81640625,0.822265625,0.828125,256.0,256.0,0.3885188102722168,0.505859375,235,0.3928810656070709
0.5,0.70703125,0.775390625,0.84375,256.0,256.0,0.3970615565776825,0.568359375,236,0.4380719065666199
0.5,0.6953125,0.740234375,0.78515625,256.0,256.0,0.4274771511554718,0.544921875,237,0.5020429491996765
0.5,0.80078125,0.826171875,0.8515625,256.0,256.0,0.405174195766449,0.525390625,238,0.39102715253829956
0.5,0.80078125,0.8046875,0.80859375,256.0,256.0,0.4059317409992218,0.50390625,239,0.4119952619075775
0.5,0.76171875,0.767578125,0.7734375,256.0,256.0,0.41644084453582764,0.505859375,240,0.4605273902416229
0.5,0.76953125,0.748046875,0.7265625,256.0,256.0,0.43412312865257263,0.478515625,241,0.4593181610107422
0.5,0.87109375,0.810546875,0.75,256.0,256.0,0.40570423007011414,0.439453125,242,0.40960076451301575
0.5,0.90234375,0.81640625,0.73046875,256.0,256.0,0.4049222767353058,0.4140625,243,0.3798274099826813
0.5,0.91796875,0.826171875,0.734375,256.0,256.0,0.41208991408348083,0.408203125,244,0.3903695344924927
0.5,0.91796875,0.830078125,0.7421875,256.0,256.0,0.4189407229423523,0.412109375,245,0.38550615310668945
0.5,0.91796875,0.82421875,0.73046875,256.0,256.0,0.4147776663303375,0.40625,246,0.36425158381462097
0.5,0.93359375,0.81640625,0.69921875,256.0,256.0,0.433036744594574,0.3828125,247,0.4083760380744934
0.5,0.90625,0.828125,0.75,256.0,256.0,0.4279983937740326,0.421875,248,0.36299410462379456
0.5,0.90234375,0.853515625,0.8046875,256.0,256.0,0.4306039810180664,0.451171875,249,0.35471487045288086
0.5,0.87890625,0.841796875,0.8046875,256.0,256.0,0.4291154742240906,0.462890625,250,0.3819846212863922
