raw/disc/disc_proportion_expert_pred,raw/disc/disc_entropy,raw/disc/n_generated,raw/disc/disc_acc,raw/disc/disc_acc_expert,raw/disc/disc_acc_gen,raw/disc/disc_proportion_expert_true,raw/disc/global_step,raw/disc/disc_loss,raw/disc/n_expert
0.28515625,0.5877007246017456,256.0,0.6328125,0.41796875,0.84765625,0.5,27,0.666431188583374,256.0
0.294921875,0.5848225355148315,256.0,0.654296875,0.44921875,0.859375,0.5,28,0.6397454738616943,256.0
0.28125,0.5696057081222534,256.0,0.6328125,0.4140625,0.8515625,0.5,29,0.6610839366912842,256.0
0.31640625,0.567082941532135,256.0,0.65625,0.47265625,0.83984375,0.5,30,0.6362752914428711,256.0
0.29296875,0.559059202671051,256.0,0.6328125,0.42578125,0.83984375,0.5,31,0.6524590849876404,256.0
0.31640625,0.548408567905426,256.0,0.6875,0.50390625,0.87109375,0.5,32,0.580665111541748,256.0
0.34765625,0.5496254563331604,256.0,0.6953125,0.54296875,0.84765625,0.5,33,0.5921646356582642,256.0
0.36328125,0.5382411479949951,256.0,0.68359375,0.546875,0.8203125,0.5,34,0.5967297554016113,256.0
0.392578125,0.5412832498550415,256.0,0.720703125,0.61328125,0.828125,0.5,35,0.565736711025238,256.0
0.33203125,0.5284503102302551,256.0,0.74609375,0.578125,0.9140625,0.5,36,0.540268063545227,256.0
0.408203125,0.533690333366394,256.0,0.681640625,0.58984375,0.7734375,0.5,37,0.5668975114822388,256.0
0.423828125,0.5262660980224609,256.0,0.689453125,0.61328125,0.765625,0.5,38,0.5637856125831604,256.0
0.470703125,0.5124780535697937,256.0,0.685546875,0.65625,0.71484375,0.5,39,0.5837462544441223,256.0
0.4453125,0.5064142346382141,256.0,0.67578125,0.62109375,0.73046875,0.5,40,0.6254032850265503,256.0
0.44921875,0.5070516467094421,256.0,0.71875,0.66796875,0.76953125,0.5,41,0.5544878244400024,256.0
0.439453125,0.5084958076477051,256.0,0.740234375,0.6796875,0.80078125,0.5,42,0.5512878894805908,256.0
0.421875,0.5030063986778259,256.0,0.73046875,0.65234375,0.80859375,0.5,43,0.5685836672782898,256.0
0.44140625,0.4907676577568054,256.0,0.73828125,0.6796875,0.796875,0.5,44,0.556782066822052,256.0
0.47265625,0.5024423599243164,256.0,0.71484375,0.6875,0.7421875,0.5,45,0.5950365662574768,256.0
0.392578125,0.49413418769836426,256.0,0.755859375,0.6484375,0.86328125,0.5,46,0.559322714805603,256.0
0.49609375,0.4940541088581085,256.0,0.71875,0.71484375,0.72265625,0.5,47,0.5737565755844116,256.0
0.40234375,0.4898006319999695,256.0,0.75390625,0.65625,0.8515625,0.5,48,0.5715858936309814,256.0
0.419921875,0.48293307423591614,256.0,0.732421875,0.65234375,0.8125,0.5,49,0.5842069983482361,256.0
0.376953125,0.48988163471221924,256.0,0.744140625,0.62109375,0.8671875,0.5,50,0.5477908849716187,256.0
0.396484375,0.48873263597488403,256.0,0.744140625,0.640625,0.84765625,0.5,51,0.5367665886878967,256.0
0.423828125,0.5100852251052856,256.0,0.716796875,0.640625,0.79296875,0.5,52,0.5669139623641968,256.0
0.376953125,0.499991238117218,256.0,0.787109375,0.6640625,0.91015625,0.5,53,0.48577356338500977,256.0
0.39453125,0.5127056837081909,256.0,0.76171875,0.65625,0.8671875,0.5,54,0.4994569420814514,256.0
0.408203125,0.5102356672286987,256.0,0.806640625,0.71484375,0.8984375,0.5,55,0.4631156325340271,256.0
0.396484375,0.5191846489906311,256.0,0.740234375,0.63671875,0.84375,0.5,56,0.5172421932220459,256.0
0.357421875,0.5280095338821411,256.0,0.755859375,0.61328125,0.8984375,0.5,57,0.522337794303894,256.0
0.3828125,0.4991997182369232,256.0,0.796875,0.6796875,0.9140625,0.5,58,0.463051974773407,256.0
0.392578125,0.48794183135032654,256.0,0.779296875,0.671875,0.88671875,0.5,59,0.46434617042541504,256.0
0.40234375,0.5112597942352295,256.0,0.75390625,0.65625,0.8515625,0.5,60,0.5206876993179321,256.0
0.3671875,0.5064546465873718,256.0,0.76171875,0.62890625,0.89453125,0.5,61,0.4930264353752136,256.0
0.341796875,0.5003313422203064,256.0,0.794921875,0.63671875,0.953125,0.5,62,0.45791247487068176,256.0
0.373046875,0.5006541013717651,256.0,0.787109375,0.66015625,0.9140625,0.5,63,0.45823779702186584,256.0
0.365234375,0.4888596832752228,256.0,0.802734375,0.66796875,0.9375,0.5,64,0.4633159339427948,256.0
0.388671875,0.4885445535182953,256.0,0.755859375,0.64453125,0.8671875,0.5,65,0.49593210220336914,256.0
0.369140625,0.4805656969547272,256.0,0.767578125,0.63671875,0.8984375,0.5,66,0.4797801375389099,256.0
0.33984375,0.4879308342933655,256.0,0.7578125,0.59765625,0.91796875,0.5,67,0.5043479204177856,256.0
0.37890625,0.4740065932273865,256.0,0.76171875,0.640625,0.8828125,0.5,68,0.49100685119628906,256.0
0.33984375,0.4937373995780945,256.0,0.76953125,0.609375,0.9296875,0.5,69,0.48445993661880493,256.0
0.375,0.485792875289917,256.0,0.7890625,0.6640625,0.9140625,0.5,70,0.4641621708869934,256.0
0.39453125,0.47444862127304077,256.0,0.76171875,0.65625,0.8671875,0.5,71,0.46819835901260376,256.0
0.3828125,0.4865970313549042,256.0,0.7578125,0.640625,0.875,0.5,72,0.4793797433376312,256.0
0.341796875,0.49148306250572205,256.0,0.771484375,0.61328125,0.9296875,0.5,73,0.4774853587150574,256.0
0.431640625,0.4658637046813965,256.0,0.712890625,0.64453125,0.78125,0.5,74,0.5586223602294922,256.0
0.37890625,0.49231988191604614,256.0,0.75390625,0.6328125,0.875,0.5,75,0.5030028223991394,256.0
0.349609375,0.5123621821403503,256.0,0.802734375,0.65234375,0.953125,0.5,76,0.4806099534034729,256.0
0.3359375,0.5176743268966675,256.0,0.76953125,0.60546875,0.93359375,0.5,77,0.4852570593357086,256.0
0.333984375,0.5241861939430237,256.0,0.810546875,0.64453125,0.9765625,0.5,78,0.46420902013778687,256.0
0.326171875,0.5230252146720886,256.0,0.783203125,0.609375,0.95703125,0.5,79,0.4767909049987793,256.0
0.341796875,0.5225375890731812,256.0,0.771484375,0.61328125,0.9296875,0.5,80,0.49131694436073303,256.0
0.3359375,0.519935131072998,256.0,0.76171875,0.59765625,0.92578125,0.5,81,0.4881402254104614,256.0
0.36328125,0.5105904340744019,256.0,0.75,0.61328125,0.88671875,0.5,82,0.5000972747802734,256.0
0.3828125,0.5102246403694153,256.0,0.7734375,0.65625,0.890625,0.5,83,0.48596590757369995,256.0
0.421875,0.4951564073562622,256.0,0.78125,0.703125,0.859375,0.5,84,0.48792827129364014,256.0
0.322265625,0.5046170949935913,256.0,0.779296875,0.6015625,0.95703125,0.5,85,0.4682430028915405,256.0
0.44921875,0.47361138463020325,256.0,0.734375,0.68359375,0.78515625,0.5,86,0.5412381887435913,256.0
0.37890625,0.489926815032959,256.0,0.765625,0.64453125,0.88671875,0.5,87,0.49298515915870667,256.0
0.34765625,0.48945409059524536,256.0,0.77734375,0.625,0.9296875,0.5,88,0.47760462760925293,256.0
0.357421875,0.49486616253852844,256.0,0.791015625,0.6484375,0.93359375,0.5,89,0.4581298232078552,256.0
0.3359375,0.4949403405189514,256.0,0.796875,0.6328125,0.9609375,0.5,90,0.4570094048976898,256.0
0.38671875,0.4835367202758789,256.0,0.76953125,0.65625,0.8828125,0.5,91,0.4786701500415802,256.0
0.337890625,0.4922756552696228,256.0,0.779296875,0.6171875,0.94140625,0.5,92,0.4898143410682678,256.0
0.373046875,0.4815119206905365,256.0,0.751953125,0.625,0.87890625,0.5,93,0.5217346549034119,256.0
0.353515625,0.4771367609500885,256.0,0.802734375,0.65625,0.94921875,0.5,94,0.44466227293014526,256.0
0.37890625,0.4870242476463318,256.0,0.76953125,0.6484375,0.890625,0.5,95,0.4987029433250427,256.0
0.349609375,0.4868195354938507,256.0,0.767578125,0.6171875,0.91796875,0.5,96,0.47984379529953003,256.0
0.310546875,0.4951028823852539,256.0,0.775390625,0.5859375,0.96484375,0.5,97,0.47253894805908203,256.0
0.3671875,0.47895070910453796,256.0,0.78125,0.6484375,0.9140625,0.5,98,0.4500814378261566,256.0
0.353515625,0.4806923270225525,256.0,0.806640625,0.66015625,0.953125,0.5,99,0.42647790908813477,256.0
0.341796875,0.4757539629936218,256.0,0.787109375,0.62890625,0.9453125,0.5,100,0.45374083518981934,256.0
0.3515625,0.463412880897522,256.0,0.7421875,0.59375,0.890625,0.5,101,0.5331445932388306,256.0
0.38671875,0.46596652269363403,256.0,0.734375,0.62109375,0.84765625,0.5,102,0.5487290620803833,256.0
0.359375,0.474414199590683,256.0,0.74609375,0.60546875,0.88671875,0.5,103,0.4963202178478241,256.0
0.3984375,0.48386770486831665,256.0,0.765625,0.6640625,0.8671875,0.5,104,0.4723917841911316,256.0
0.322265625,0.49189460277557373,256.0,0.744140625,0.56640625,0.921875,0.5,105,0.5076697468757629,256.0
0.32421875,0.48369646072387695,256.0,0.80078125,0.625,0.9765625,0.5,106,0.4560117721557617,256.0
0.3671875,0.47510892152786255,256.0,0.8125,0.6796875,0.9453125,0.5,107,0.43327921628952026,256.0
0.31640625,0.49928420782089233,256.0,0.78125,0.59765625,0.96484375,0.5,108,0.46024882793426514,256.0
0.34375,0.49249744415283203,256.0,0.77734375,0.62109375,0.93359375,0.5,109,0.4699079394340515,256.0
0.38671875,0.4670908451080322,256.0,0.8125,0.69921875,0.92578125,0.5,110,0.4351940453052521,256.0
0.373046875,0.480008602142334,256.0,0.806640625,0.6796875,0.93359375,0.5,111,0.4410146474838257,256.0
0.373046875,0.487415611743927,256.0,0.748046875,0.62109375,0.875,0.5,112,0.49172964692115784,256.0
0.376953125,0.4645868241786957,256.0,0.791015625,0.66796875,0.9140625,0.5,113,0.44334137439727783,256.0
0.330078125,0.47388893365859985,256.0,0.806640625,0.63671875,0.9765625,0.5,114,0.432106614112854,256.0
0.353515625,0.46011239290237427,256.0,0.822265625,0.67578125,0.96875,0.5,115,0.42384618520736694,256.0
0.38671875,0.43943101167678833,256.0,0.828125,0.71484375,0.94140625,0.5,116,0.3990474045276642,256.0
0.37890625,0.43822693824768066,256.0,0.80078125,0.6796875,0.921875,0.5,117,0.4372358024120331,256.0
0.33984375,0.44177091121673584,256.0,0.76953125,0.609375,0.9296875,0.5,118,0.4785560965538025,256.0
0.388671875,0.4307384788990021,256.0,0.755859375,0.64453125,0.8671875,0.5,119,0.4816648066043854,256.0
0.380859375,0.43478697538375854,256.0,0.802734375,0.68359375,0.921875,0.5,120,0.4356974959373474,256.0
0.384765625,0.4321022927761078,256.0,0.791015625,0.67578125,0.90625,0.5,121,0.4370272755622864,256.0
0.3359375,0.4731042981147766,256.0,0.76953125,0.60546875,0.93359375,0.5,122,0.4736729562282562,256.0
0.322265625,0.47611868381500244,256.0,0.798828125,0.62109375,0.9765625,0.5,123,0.45322975516319275,256.0
0.3359375,0.47181591391563416,256.0,0.80078125,0.63671875,0.96484375,0.5,124,0.43458402156829834,256.0
0.3515625,0.45875006914138794,256.0,0.796875,0.6484375,0.9453125,0.5,125,0.49276047945022583,256.0
0.3828125,0.4630100131034851,256.0,0.80859375,0.69140625,0.92578125,0.5,126,0.43504226207733154,256.0
0.3671875,0.45371437072753906,256.0,0.7734375,0.640625,0.90625,0.5,127,0.5192582607269287,256.0
0.41015625,0.43901458382606506,256.0,0.74609375,0.65625,0.8359375,0.5,128,0.609049916267395,256.0
0.36328125,0.46742546558380127,256.0,0.80859375,0.671875,0.9453125,0.5,129,0.4437788724899292,256.0
0.373046875,0.4612833857536316,256.0,0.779296875,0.65234375,0.90625,0.5,130,0.545573890209198,256.0
0.3828125,0.4555768370628357,256.0,0.7734375,0.65625,0.890625,0.5,131,0.5260640382766724,256.0
0.3359375,0.48314839601516724,256.0,0.7734375,0.609375,0.9375,0.5,132,0.4731767773628235,256.0
0.3359375,0.4607682228088379,256.0,0.81640625,0.65234375,0.98046875,0.5,133,0.40800973773002625,256.0
0.330078125,0.4806167781352997,256.0,0.771484375,0.6015625,0.94140625,0.5,134,0.49463632702827454,256.0
0.328125,0.4817868173122406,256.0,0.7734375,0.6015625,0.9453125,0.5,135,0.4861999750137329,256.0
0.380859375,0.47828420996665955,256.0,0.791015625,0.671875,0.91015625,0.5,136,0.44891050457954407,256.0
0.361328125,0.49485599994659424,256.0,0.763671875,0.625,0.90234375,0.5,137,0.5076701641082764,256.0
0.369140625,0.4895399212837219,256.0,0.826171875,0.6953125,0.95703125,0.5,138,0.4165019392967224,256.0
0.39453125,0.4923132061958313,256.0,0.765625,0.66015625,0.87109375,0.5,139,0.4798462390899658,256.0
0.36328125,0.4850328266620636,256.0,0.7890625,0.65234375,0.92578125,0.5,140,0.4427952468395233,256.0
0.34375,0.5126398801803589,256.0,0.828125,0.671875,0.984375,0.5,141,0.4298356771469116,256.0
0.30859375,0.5152187347412109,256.0,0.76953125,0.578125,0.9609375,0.5,142,0.48630353808403015,256.0
0.341796875,0.49872642755508423,256.0,0.787109375,0.62890625,0.9453125,0.5,143,0.4656231701374054,256.0
0.42578125,0.4573867619037628,256.0,0.7421875,0.66796875,0.81640625,0.5,144,0.5105525851249695,256.0
0.33203125,0.4871428906917572,256.0,0.75,0.58203125,0.91796875,0.5,145,0.5011559128761292,256.0
0.365234375,0.501323938369751,256.0,0.787109375,0.65234375,0.921875,0.5,146,0.4776305854320526,256.0
0.3359375,0.4968681335449219,256.0,0.73828125,0.57421875,0.90234375,0.5,147,0.5178171396255493,256.0
0.361328125,0.4925830066204071,256.0,0.748046875,0.609375,0.88671875,0.5,148,0.5021090507507324,256.0
0.365234375,0.4833728075027466,256.0,0.822265625,0.6875,0.95703125,0.5,149,0.4189828932285309,256.0
0.318359375,0.4996677339076996,256.0,0.779296875,0.59765625,0.9609375,0.5,150,0.4728489816188812,256.0
0.353515625,0.5017080307006836,256.0,0.748046875,0.6015625,0.89453125,0.5,151,0.505192756652832,256.0
0.36328125,0.48495811223983765,256.0,0.7421875,0.60546875,0.87890625,0.5,152,0.515566349029541,256.0
0.3671875,0.49532008171081543,256.0,0.75,0.6171875,0.8828125,0.5,153,0.4994412660598755,256.0
0.3828125,0.5019580125808716,256.0,0.734375,0.6171875,0.8515625,0.5,154,0.5234109163284302,256.0
0.37109375,0.5058915615081787,256.0,0.7734375,0.64453125,0.90234375,0.5,155,0.49154913425445557,256.0
0.361328125,0.49435698986053467,256.0,0.763671875,0.625,0.90234375,0.5,156,0.48918771743774414,256.0
0.341796875,0.5230724811553955,256.0,0.755859375,0.59765625,0.9140625,0.5,157,0.4927462637424469,256.0
0.376953125,0.5136760473251343,256.0,0.767578125,0.64453125,0.890625,0.5,158,0.4934382438659668,256.0
0.326171875,0.5241122841835022,256.0,0.787109375,0.61328125,0.9609375,0.5,159,0.4639471769332886,256.0
0.365234375,0.5291346311569214,256.0,0.751953125,0.6171875,0.88671875,0.5,160,0.4997517168521881,256.0
0.306640625,0.5271844863891602,256.0,0.748046875,0.5546875,0.94140625,0.5,161,0.5086086392402649,256.0
0.330078125,0.5163406729698181,256.0,0.775390625,0.60546875,0.9453125,0.5,162,0.4787673056125641,256.0
0.39453125,0.514593780040741,256.0,0.765625,0.66015625,0.87109375,0.5,163,0.49367621541023254,256.0
0.3828125,0.5264084339141846,256.0,0.75390625,0.63671875,0.87109375,0.5,164,0.4938840866088867,256.0
0.380859375,0.5124509930610657,256.0,0.755859375,0.63671875,0.875,0.5,165,0.4949420988559723,256.0
0.361328125,0.5082718133926392,256.0,0.763671875,0.625,0.90234375,0.5,166,0.5004460215568542,256.0
0.39453125,0.51604163646698,256.0,0.7578125,0.65234375,0.86328125,0.5,167,0.49729371070861816,256.0
0.392578125,0.5114037394523621,256.0,0.791015625,0.68359375,0.8984375,0.5,168,0.46601125597953796,256.0
0.3828125,0.49692612886428833,256.0,0.828125,0.7109375,0.9453125,0.5,169,0.42204487323760986,256.0
0.439453125,0.4671083986759186,256.0,0.693359375,0.6328125,0.75390625,0.5,170,0.5911219120025635,256.0
0.423828125,0.4734872579574585,256.0,0.779296875,0.703125,0.85546875,0.5,171,0.49622851610183716,256.0
0.43359375,0.49182066321372986,256.0,0.703125,0.63671875,0.76953125,0.5,172,0.605689525604248,256.0
0.37109375,0.4898940920829773,256.0,0.7578125,0.62890625,0.88671875,0.5,173,0.5179389119148254,256.0
0.392578125,0.5144960880279541,256.0,0.697265625,0.58984375,0.8046875,0.5,174,0.5964444875717163,256.0
0.466796875,0.5058828592300415,256.0,0.689453125,0.65625,0.72265625,0.5,175,0.5992830991744995,256.0
0.408203125,0.5299873352050781,256.0,0.732421875,0.640625,0.82421875,0.5,176,0.5404159426689148,256.0
0.431640625,0.5486130118370056,256.0,0.732421875,0.6640625,0.80078125,0.5,177,0.5377281308174133,256.0
0.396484375,0.5578669309616089,256.0,0.716796875,0.61328125,0.8203125,0.5,178,0.546642541885376,256.0
0.40234375,0.565315306186676,256.0,0.75,0.65234375,0.84765625,0.5,179,0.5198432803153992,256.0
0.396484375,0.5796303749084473,256.0,0.697265625,0.59375,0.80078125,0.5,180,0.5910439491271973,256.0
0.39453125,0.5667325258255005,256.0,0.67578125,0.5703125,0.78125,0.5,181,0.5801690816879272,256.0
0.35546875,0.5795258283615112,256.0,0.73828125,0.59375,0.8828125,0.5,182,0.559544563293457,256.0
0.423828125,0.5829777121543884,256.0,0.666015625,0.58984375,0.7421875,0.5,183,0.5982499122619629,256.0
0.349609375,0.5638378262519836,256.0,0.736328125,0.5859375,0.88671875,0.5,184,0.5471813678741455,256.0
0.37890625,0.5717035531997681,256.0,0.71484375,0.59375,0.8359375,0.5,185,0.5511118769645691,256.0
0.3671875,0.5795830488204956,256.0,0.71484375,0.58203125,0.84765625,0.5,186,0.5748242735862732,256.0
0.3515625,0.5777490139007568,256.0,0.75390625,0.60546875,0.90234375,0.5,187,0.5455263257026672,256.0
0.439453125,0.5716646909713745,256.0,0.697265625,0.63671875,0.7578125,0.5,188,0.5620104670524597,256.0
0.435546875,0.5559424161911011,256.0,0.701171875,0.63671875,0.765625,0.5,189,0.5807522535324097,256.0
0.474609375,0.5609337687492371,256.0,0.701171875,0.67578125,0.7265625,0.5,190,0.552640438079834,256.0
0.400390625,0.5589888095855713,256.0,0.728515625,0.62890625,0.828125,0.5,191,0.5451834201812744,256.0
0.509765625,0.5688917636871338,256.0,0.654296875,0.6640625,0.64453125,0.5,192,0.6002675294876099,256.0
0.37109375,0.576167106628418,256.0,0.75390625,0.625,0.8828125,0.5,193,0.5434315800666809,256.0
0.41015625,0.5597020387649536,256.0,0.7109375,0.62109375,0.80078125,0.5,194,0.550438404083252,256.0
0.447265625,0.5584116578102112,256.0,0.708984375,0.65625,0.76171875,0.5,195,0.554618239402771,256.0
0.447265625,0.5521945357322693,256.0,0.650390625,0.59765625,0.703125,0.5,196,0.5894495248794556,256.0
0.341796875,0.5846337676048279,256.0,0.658203125,0.5,0.81640625,0.5,197,0.5895135998725891,256.0
0.400390625,0.5772466659545898,256.0,0.646484375,0.546875,0.74609375,0.5,198,0.6314821839332581,256.0
0.3671875,0.5754374265670776,256.0,0.6015625,0.46875,0.734375,0.5,199,0.606036365032196,256.0
0.337890625,0.597520112991333,256.0,0.673828125,0.51171875,0.8359375,0.5,200,0.6114556789398193,256.0
0.33984375,0.5993826389312744,256.0,0.63671875,0.4765625,0.796875,0.5,201,0.6286879777908325,256.0
0.30859375,0.602813720703125,256.0,0.73828125,0.546875,0.9296875,0.5,202,0.5919197797775269,256.0
0.326171875,0.6001388430595398,256.0,0.705078125,0.53125,0.87890625,0.5,203,0.5946195721626282,256.0
0.388671875,0.5866767168045044,256.0,0.697265625,0.5859375,0.80859375,0.5,204,0.5672028660774231,256.0
0.39453125,0.5998048186302185,256.0,0.73046875,0.625,0.8359375,0.5,205,0.5720110535621643,256.0
0.400390625,0.5859100818634033,256.0,0.673828125,0.57421875,0.7734375,0.5,206,0.5973899364471436,256.0
0.443359375,0.5755830407142639,256.0,0.654296875,0.59765625,0.7109375,0.5,207,0.6298105120658875,256.0
0.37109375,0.5812983512878418,256.0,0.71484375,0.5859375,0.84375,0.5,208,0.5566554069519043,256.0
0.4453125,0.5801302194595337,256.0,0.6796875,0.625,0.734375,0.5,209,0.5826214551925659,256.0
0.443359375,0.5535106658935547,256.0,0.654296875,0.59765625,0.7109375,0.5,210,0.6059396266937256,256.0
0.357421875,0.5540157556533813,256.0,0.740234375,0.59765625,0.8828125,0.5,211,0.5282289385795593,256.0
0.396484375,0.5370287895202637,256.0,0.697265625,0.59375,0.80078125,0.5,212,0.5882546901702881,256.0
0.36328125,0.5393239259719849,256.0,0.7265625,0.58984375,0.86328125,0.5,213,0.5395572185516357,256.0
0.4453125,0.5263531804084778,256.0,0.640625,0.5859375,0.6953125,0.5,214,0.6970676183700562,256.0
0.517578125,0.5230919122695923,256.0,0.654296875,0.671875,0.63671875,0.5,215,0.6981446146965027,256.0
0.443359375,0.5615108013153076,256.0,0.599609375,0.54296875,0.65625,0.5,216,0.6963763236999512,256.0
0.35546875,0.5548959970474243,256.0,0.65234375,0.5078125,0.796875,0.5,217,0.6745495200157166,256.0
0.3515625,0.5856493711471558,256.0,0.6953125,0.546875,0.84375,0.5,218,0.5883913636207581,256.0
0.412109375,0.5780522227287292,256.0,0.630859375,0.54296875,0.71875,0.5,219,0.6423317193984985,256.0
0.36328125,0.5863862633705139,256.0,0.671875,0.53515625,0.80859375,0.5,220,0.6691727638244629,256.0
0.404296875,0.5995079874992371,256.0,0.642578125,0.546875,0.73828125,0.5,221,0.652450680732727,256.0
0.48828125,0.574444591999054,256.0,0.546875,0.53515625,0.55859375,0.5,222,0.8093936443328857,256.0
0.466796875,0.5847899913787842,256.0,0.556640625,0.5234375,0.58984375,0.5,223,0.7963573932647705,256.0
0.521484375,0.5712056159973145,256.0,0.490234375,0.51171875,0.46875,0.5,224,0.8216439485549927,256.0
0.439453125,0.5998173952102661,256.0,0.501953125,0.44140625,0.5625,0.5,225,0.7505174279212952,256.0
0.42578125,0.58915114402771,256.0,0.53515625,0.4609375,0.609375,0.5,226,0.7714136242866516,256.0
0.404296875,0.622072696685791,256.0,0.509765625,0.4140625,0.60546875,0.5,227,0.7101216316223145,256.0
0.2578125,0.6416305303573608,256.0,0.62890625,0.38671875,0.87109375,0.5,228,0.6411266922950745,256.0
0.3515625,0.6154598593711853,256.0,0.5390625,0.390625,0.6875,0.5,229,0.6934013366699219,256.0
0.306640625,0.6386401057243347,256.0,0.580078125,0.38671875,0.7734375,0.5,230,0.6853392124176025,256.0
0.318359375,0.6293059587478638,256.0,0.521484375,0.33984375,0.703125,0.5,231,0.7283387184143066,256.0
0.2890625,0.6435600519180298,256.0,0.515625,0.3046875,0.7265625,0.5,232,0.7113512754440308,256.0
0.30859375,0.6213619709014893,256.0,0.53125,0.33984375,0.72265625,0.5,233,0.6644343137741089,256.0
0.34375,0.6347812414169312,256.0,0.54296875,0.38671875,0.69921875,0.5,234,0.6958950757980347,256.0
0.37890625,0.6187143921852112,256.0,0.51953125,0.3984375,0.640625,0.5,235,0.7038518190383911,256.0
0.376953125,0.6161171197891235,256.0,0.525390625,0.40234375,0.6484375,0.5,236,0.6655734181404114,256.0
0.3359375,0.6404761672019958,256.0,0.578125,0.4140625,0.7421875,0.5,237,0.6595540642738342,256.0
0.30078125,0.64006507396698,256.0,0.63671875,0.4375,0.8359375,0.5,238,0.6438419818878174,256.0
0.396484375,0.6273413300514221,256.0,0.638671875,0.53515625,0.7421875,0.5,239,0.6438535451889038,256.0
0.419921875,0.6422893404960632,256.0,0.630859375,0.55078125,0.7109375,0.5,240,0.6336473226547241,256.0
0.376953125,0.6384012699127197,256.0,0.673828125,0.55078125,0.796875,0.5,241,0.6509953737258911,256.0
0.40234375,0.6474441289901733,256.0,0.59375,0.49609375,0.69140625,0.5,242,0.6805834174156189,256.0
0.3515625,0.6395692825317383,256.0,0.640625,0.4921875,0.7890625,0.5,243,0.658148467540741,256.0
0.3359375,0.6497885584831238,256.0,0.6875,0.5234375,0.8515625,0.5,244,0.636797308921814,256.0
0.349609375,0.6497725248336792,256.0,0.708984375,0.55859375,0.859375,0.5,245,0.6525242328643799,256.0
0.322265625,0.6344746351242065,256.0,0.654296875,0.4765625,0.83203125,0.5,246,0.6197848916053772,256.0
0.298828125,0.6372483968734741,256.0,0.658203125,0.45703125,0.859375,0.5,247,0.6339894533157349,256.0
0.302734375,0.6345900297164917,256.0,0.646484375,0.44921875,0.84375,0.5,248,0.6497611999511719,256.0
0.275390625,0.635332465171814,256.0,0.619140625,0.39453125,0.84375,0.5,249,0.6448580026626587,256.0
0.31640625,0.6378036141395569,256.0,0.63671875,0.453125,0.8203125,0.5,250,0.6486968398094177,256.0
