raw/disc/disc_acc_expert,raw/disc/n_generated,raw/disc/disc_proportion_expert_true,raw/disc/disc_proportion_expert_pred,raw/disc/n_expert,raw/disc/disc_acc_gen,raw/disc/global_step,raw/disc/disc_entropy,raw/disc/disc_loss,raw/disc/disc_acc
0.78125,256.0,0.5,0.810546875,256.0,0.16015625,74,0.616702675819397,0.7505950927734375,0.470703125
0.78515625,256.0,0.5,0.818359375,256.0,0.1484375,75,0.6095709204673767,0.7071956992149353,0.466796875
0.80859375,256.0,0.5,0.84375,256.0,0.12109375,76,0.5944979190826416,0.6700884103775024,0.46484375
0.78515625,256.0,0.5,0.5234375,256.0,0.73828125,77,0.5375908613204956,0.6171741485595703,0.76171875
0.796875,256.0,0.5,0.486328125,256.0,0.82421875,78,0.5415856838226318,0.4977822005748749,0.810546875
0.8125,256.0,0.5,0.45703125,256.0,0.8984375,79,0.5268277525901794,0.4355338513851166,0.85546875
0.80859375,256.0,0.5,0.45703125,256.0,0.89453125,80,0.5029199123382568,0.36624205112457275,0.8515625
0.81640625,256.0,0.5,0.435546875,256.0,0.9453125,81,0.4578700363636017,0.3076128661632538,0.880859375
0.85546875,256.0,0.5,0.46484375,256.0,0.92578125,82,0.42228543758392334,0.28777700662612915,0.890625
0.93359375,256.0,0.5,0.49609375,256.0,0.94140625,83,0.3844292461872101,0.2323794811964035,0.9375
0.95703125,256.0,0.5,0.53125,256.0,0.89453125,84,0.37324798107147217,0.24514302611351013,0.92578125
0.97265625,256.0,0.5,0.544921875,256.0,0.8828125,85,0.34144899249076843,0.24352221190929413,0.927734375
0.984375,256.0,0.5,0.568359375,256.0,0.84765625,86,0.32279708981513977,0.27520719170570374,0.916015625
0.98828125,256.0,0.5,0.55078125,256.0,0.88671875,87,0.27797526121139526,0.21278423070907593,0.9375
0.984375,256.0,0.5,0.55859375,256.0,0.8671875,88,0.29916107654571533,0.25085216760635376,0.92578125
0.984375,256.0,0.5,0.5546875,256.0,0.875,89,0.28827959299087524,0.22270870208740234,0.9296875
0.9921875,256.0,0.5,0.56640625,256.0,0.859375,90,0.3017559051513672,0.23016086220741272,0.92578125
0.98046875,256.0,0.5,0.54296875,256.0,0.89453125,91,0.3087514638900757,0.201776385307312,0.9375
0.96875,256.0,0.5,0.552734375,256.0,0.86328125,92,0.3232150077819824,0.21206116676330566,0.916015625
0.92578125,256.0,0.5,0.505859375,256.0,0.9140625,93,0.34122514724731445,0.21297791600227356,0.919921875
0.9296875,256.0,0.5,0.501953125,256.0,0.92578125,94,0.3368845283985138,0.19757944345474243,0.927734375
0.9296875,256.0,0.5,0.482421875,256.0,0.96484375,95,0.3213967978954315,0.18655316531658173,0.947265625
0.9296875,256.0,0.5,0.494140625,256.0,0.94140625,96,0.3147633671760559,0.18970467150211334,0.935546875
0.9765625,256.0,0.5,0.5390625,256.0,0.8984375,97,0.3274894952774048,0.22086623311042786,0.9375
0.9453125,256.0,0.5,0.52734375,256.0,0.890625,98,0.3251693546772003,0.20443874597549438,0.91796875
0.97265625,256.0,0.5,0.544921875,256.0,0.8828125,99,0.3164673149585724,0.20503053069114685,0.927734375
0.984375,256.0,0.5,0.548828125,256.0,0.88671875,100,0.3054644465446472,0.1985032856464386,0.935546875
0.98046875,256.0,0.5,0.5390625,256.0,0.90234375,101,0.28770238161087036,0.1749034970998764,0.94140625
0.98828125,256.0,0.5,0.541015625,256.0,0.90625,102,0.28973791003227234,0.17299047112464905,0.947265625
0.98046875,256.0,0.5,0.560546875,256.0,0.859375,103,0.29755890369415283,0.20277947187423706,0.919921875
0.9921875,256.0,0.5,0.55078125,256.0,0.890625,104,0.2733350992202759,0.18465888500213623,0.94140625
0.97265625,256.0,0.5,0.546875,256.0,0.87890625,105,0.2629479169845581,0.18967106938362122,0.92578125
0.98828125,256.0,0.5,0.544921875,256.0,0.8984375,106,0.2527585029602051,0.15874333679676056,0.943359375
0.9765625,256.0,0.5,0.564453125,256.0,0.84765625,107,0.24789249897003174,0.211346834897995,0.912109375
0.9609375,256.0,0.5,0.521484375,256.0,0.91796875,108,0.2517487108707428,0.18540708720684052,0.939453125
0.94921875,256.0,0.5,0.513671875,256.0,0.921875,109,0.2692120373249054,0.16642625629901886,0.935546875
0.94140625,256.0,0.5,0.517578125,256.0,0.90625,110,0.2632799744606018,0.18615850806236267,0.923828125
0.953125,256.0,0.5,0.5234375,256.0,0.90625,111,0.26564013957977295,0.21483124792575836,0.9296875
0.9375,256.0,0.5,0.498046875,256.0,0.94140625,112,0.24586133658885956,0.16992563009262085,0.939453125
0.93359375,256.0,0.5,0.52734375,256.0,0.87890625,113,0.2484944760799408,0.21034543216228485,0.90625
0.97265625,256.0,0.5,0.51953125,256.0,0.93359375,114,0.22636553645133972,0.13448768854141235,0.953125
0.98828125,256.0,0.5,0.54296875,256.0,0.90234375,115,0.22730456292629242,0.16098032891750336,0.9453125
0.9765625,256.0,0.5,0.546875,256.0,0.8828125,116,0.21511387825012207,0.16430851817131042,0.9296875
0.98828125,256.0,0.5,0.58203125,256.0,0.82421875,117,0.24777311086654663,0.21929791569709778,0.90625
0.9921875,256.0,0.5,0.5703125,256.0,0.8515625,118,0.22209835052490234,0.21537911891937256,0.921875
0.99609375,256.0,0.5,0.5703125,256.0,0.85546875,119,0.2191634178161621,0.22014905512332916,0.92578125
0.9765625,256.0,0.5,0.576171875,256.0,0.82421875,120,0.26231902837753296,0.25204789638519287,0.900390625
0.97265625,256.0,0.5,0.568359375,256.0,0.8359375,121,0.2528422772884369,0.23502612113952637,0.904296875
0.9375,256.0,0.5,0.5546875,256.0,0.828125,122,0.2673887610435486,0.2445797324180603,0.8828125
0.953125,256.0,0.5,0.56640625,256.0,0.8203125,123,0.27821725606918335,0.25397902727127075,0.88671875
0.97265625,256.0,0.5,0.615234375,256.0,0.7421875,124,0.29303282499313354,0.30440154671669006,0.857421875
0.9453125,256.0,0.5,0.662109375,256.0,0.62109375,125,0.3711061477661133,0.3842865824699402,0.783203125
0.92578125,256.0,0.5,0.693359375,256.0,0.5390625,126,0.39392465353012085,0.41248804330825806,0.732421875
0.64453125,256.0,0.5,0.39453125,256.0,0.85546875,127,0.39774289727211,0.5306011438369751,0.75
0.6484375,256.0,0.5,0.43359375,256.0,0.78125,128,0.422465056180954,0.645804762840271,0.71484375
0.5625,256.0,0.5,0.35546875,256.0,0.8515625,129,0.4237460494041443,0.5800351500511169,0.70703125
0.5859375,256.0,0.5,0.396484375,256.0,0.79296875,130,0.41081807017326355,0.6759580373764038,0.689453125
0.5859375,256.0,0.5,0.38671875,256.0,0.8125,131,0.4196835160255432,0.6923127770423889,0.69921875
0.55859375,256.0,0.5,0.416015625,256.0,0.7265625,132,0.45444992184638977,0.7745844721794128,0.642578125
0.52734375,256.0,0.5,0.337890625,256.0,0.8515625,133,0.486309677362442,0.6065096855163574,0.689453125
0.5234375,256.0,0.5,0.333984375,256.0,0.85546875,134,0.5231269598007202,0.6089129447937012,0.689453125
0.5,256.0,0.5,0.33203125,256.0,0.8359375,135,0.5289871692657471,0.623479962348938,0.66796875
0.5078125,256.0,0.5,0.36328125,256.0,0.78125,136,0.5617200136184692,0.6121160387992859,0.64453125
0.53125,256.0,0.5,0.390625,256.0,0.75,137,0.5481910705566406,0.6144356727600098,0.640625
0.59375,256.0,0.5,0.435546875,256.0,0.72265625,138,0.536336362361908,0.5883759260177612,0.658203125
0.5390625,256.0,0.5,0.376953125,256.0,0.78515625,139,0.5429773330688477,0.571570873260498,0.662109375
0.515625,256.0,0.5,0.361328125,256.0,0.79296875,140,0.5717028975486755,0.5907721519470215,0.654296875
0.51953125,256.0,0.5,0.3359375,256.0,0.84765625,141,0.565852701663971,0.5430021286010742,0.68359375
0.51953125,256.0,0.5,0.37109375,256.0,0.77734375,142,0.5675992965698242,0.6043215990066528,0.6484375
0.5234375,256.0,0.5,0.3515625,256.0,0.8203125,143,0.5762318968772888,0.567349910736084,0.671875
0.5625,256.0,0.5,0.359375,256.0,0.84375,144,0.5826161503791809,0.5597411394119263,0.703125
0.578125,256.0,0.5,0.349609375,256.0,0.87890625,145,0.5919457674026489,0.5580525994300842,0.728515625
0.51953125,256.0,0.5,0.31640625,256.0,0.88671875,146,0.6101925373077393,0.6280702948570251,0.703125
0.5234375,256.0,0.5,0.30859375,256.0,0.90625,147,0.6152297258377075,0.5805999040603638,0.71484375
0.57421875,256.0,0.5,0.3515625,256.0,0.87109375,148,0.602346658706665,0.6043792366981506,0.72265625
0.55859375,256.0,0.5,0.353515625,256.0,0.8515625,149,0.6133847236633301,0.6012001037597656,0.705078125
0.5625,256.0,0.5,0.34765625,256.0,0.8671875,150,0.5970568656921387,0.599750280380249,0.71484375
0.578125,256.0,0.5,0.39453125,256.0,0.7890625,151,0.5740997195243835,0.6346104145050049,0.68359375
0.6015625,256.0,0.5,0.419921875,256.0,0.76171875,152,0.5736578702926636,0.5889678001403809,0.681640625
0.6171875,256.0,0.5,0.44921875,256.0,0.71875,153,0.5582036972045898,0.598411500453949,0.66796875
0.58984375,256.0,0.5,0.50390625,256.0,0.58203125,154,0.5624492168426514,0.6035907864570618,0.5859375
0.53125,256.0,0.5,0.33203125,256.0,0.8671875,155,0.5674132108688354,0.610865592956543,0.69921875
0.55859375,256.0,0.5,0.345703125,256.0,0.8671875,156,0.5665447115898132,0.6107357740402222,0.712890625
0.9296875,256.0,0.5,0.630859375,256.0,0.66796875,157,0.5339588522911072,0.4975582957267761,0.798828125
0.9140625,256.0,0.5,0.615234375,256.0,0.68359375,158,0.5271877646446228,0.4724102020263672,0.798828125
0.89453125,256.0,0.5,0.55078125,256.0,0.79296875,159,0.5194512605667114,0.4315558969974518,0.84375
0.875,256.0,0.5,0.50390625,256.0,0.8671875,160,0.4720330238342285,0.3471471667289734,0.87109375
0.91015625,256.0,0.5,0.498046875,256.0,0.9140625,161,0.44092562794685364,0.2989619970321655,0.912109375
0.9296875,256.0,0.5,0.50390625,256.0,0.921875,162,0.41059279441833496,0.27679526805877686,0.92578125
0.93359375,256.0,0.5,0.521484375,256.0,0.890625,163,0.3906535506248474,0.2853003144264221,0.912109375
0.94140625,256.0,0.5,0.509765625,256.0,0.921875,164,0.38299301266670227,0.24577797949314117,0.931640625
0.96484375,256.0,0.5,0.53125,256.0,0.90234375,165,0.35075587034225464,0.24457962810993195,0.93359375
0.98828125,256.0,0.5,0.560546875,256.0,0.8671875,166,0.336773157119751,0.2624585032463074,0.927734375
0.98828125,256.0,0.5,0.5625,256.0,0.86328125,167,0.3440491557121277,0.29603487253189087,0.92578125
0.98828125,256.0,0.5,0.560546875,256.0,0.8671875,168,0.3339690566062927,0.288097620010376,0.927734375
0.98046875,256.0,0.5,0.5859375,256.0,0.80859375,169,0.3402132987976074,0.33896565437316895,0.89453125
0.9765625,256.0,0.5,0.603515625,256.0,0.76953125,170,0.3618242144584656,0.34639298915863037,0.873046875
0.984375,256.0,0.5,0.572265625,256.0,0.83984375,171,0.3414398431777954,0.2705278992652893,0.912109375
0.97265625,256.0,0.5,0.556640625,256.0,0.859375,172,0.35781824588775635,0.24704787135124207,0.916015625
0.94140625,256.0,0.5,0.525390625,256.0,0.890625,173,0.3827377259731293,0.27098143100738525,0.916015625
0.9375,256.0,0.5,0.51171875,256.0,0.9140625,174,0.38197845220565796,0.24591411650180817,0.92578125
0.91796875,256.0,0.5,0.52734375,256.0,0.86328125,175,0.38088762760162354,0.2913474440574646,0.890625
0.94921875,256.0,0.5,0.55078125,256.0,0.84765625,176,0.3857696056365967,0.32163023948669434,0.8984375
0.8984375,256.0,0.5,0.501953125,256.0,0.89453125,177,0.40322786569595337,0.3079502284526825,0.896484375
0.9140625,256.0,0.5,0.546875,256.0,0.8203125,178,0.3920336067676544,0.3298949599266052,0.8671875
0.90234375,256.0,0.5,0.525390625,256.0,0.8515625,179,0.3837113380432129,0.3302420377731323,0.876953125
0.85546875,256.0,0.5,0.529296875,256.0,0.796875,180,0.39181971549987793,0.41540205478668213,0.826171875
0.88671875,256.0,0.5,0.5234375,256.0,0.83984375,181,0.39234262704849243,0.3564161956310272,0.86328125
0.89453125,256.0,0.5,0.54296875,256.0,0.80859375,182,0.40962159633636475,0.4025498330593109,0.8515625
0.8828125,256.0,0.5,0.517578125,256.0,0.84765625,183,0.41232916712760925,0.36685627698898315,0.865234375
0.859375,256.0,0.5,0.5625,256.0,0.734375,184,0.42890745401382446,0.4728187620639801,0.796875
0.890625,256.0,0.5,0.6015625,256.0,0.6875,185,0.42647087574005127,0.47943031787872314,0.7890625
0.890625,256.0,0.5,0.5546875,256.0,0.78125,186,0.43582209944725037,0.41625767946243286,0.8359375
0.9375,256.0,0.5,0.5703125,256.0,0.796875,187,0.45036768913269043,0.371457040309906,0.8671875
0.875,256.0,0.5,0.552734375,256.0,0.76953125,188,0.47412967681884766,0.4401073455810547,0.822265625
0.91796875,256.0,0.5,0.57421875,256.0,0.76953125,189,0.467587947845459,0.4488708972930908,0.84375
0.890625,256.0,0.5,0.57421875,256.0,0.7421875,190,0.4910696744918823,0.47633931040763855,0.81640625
0.9296875,256.0,0.5,0.65625,256.0,0.6171875,191,0.4962158203125,0.5586243271827698,0.7734375
0.89453125,256.0,0.5,0.66015625,256.0,0.57421875,192,0.5132306218147278,0.5910988450050354,0.734375
0.90625,256.0,0.5,0.619140625,256.0,0.66796875,193,0.5314091444015503,0.549124538898468,0.787109375
0.84375,256.0,0.5,0.560546875,256.0,0.72265625,194,0.5201821327209473,0.5311197638511658,0.783203125
0.87890625,256.0,0.5,0.541015625,256.0,0.796875,195,0.5237279534339905,0.4603264033794403,0.837890625
0.81640625,256.0,0.5,0.533203125,256.0,0.75,196,0.5445052981376648,0.49327436089515686,0.783203125
0.8125,256.0,0.5,0.515625,256.0,0.78125,197,0.5522112846374512,0.484912633895874,0.796875
0.828125,256.0,0.5,0.525390625,256.0,0.77734375,198,0.5427002906799316,0.49198466539382935,0.802734375
0.453125,256.0,0.5,0.30078125,256.0,0.8515625,199,0.5546274185180664,0.5059784054756165,0.65234375
0.578125,256.0,0.5,0.40234375,256.0,0.7734375,200,0.5373468399047852,0.5475572347640991,0.67578125
0.57421875,256.0,0.5,0.38671875,256.0,0.80078125,201,0.5462324023246765,0.5161144137382507,0.6875
0.56640625,256.0,0.5,0.404296875,256.0,0.7578125,202,0.5422639846801758,0.6067836880683899,0.662109375
0.5390625,256.0,0.5,0.380859375,256.0,0.77734375,203,0.5528329610824585,0.5758873820304871,0.658203125
0.5703125,256.0,0.5,0.369140625,256.0,0.83203125,204,0.5653452277183533,0.5591566562652588,0.701171875
0.56640625,256.0,0.5,0.375,256.0,0.81640625,205,0.5720851421356201,0.5934568047523499,0.69140625
0.56640625,256.0,0.5,0.443359375,256.0,0.6796875,206,0.5954586863517761,0.5953476428985596,0.623046875
0.58984375,256.0,0.5,0.4453125,256.0,0.69921875,207,0.6015974879264832,0.6174371242523193,0.64453125
0.51171875,256.0,0.5,0.35546875,256.0,0.80078125,208,0.5784137845039368,0.6032582521438599,0.65625
0.5390625,256.0,0.5,0.36328125,256.0,0.8125,209,0.5566332340240479,0.626681923866272,0.67578125
0.57421875,256.0,0.5,0.38671875,256.0,0.80078125,210,0.5626290440559387,0.6056205034255981,0.6875
0.53125,256.0,0.5,0.35546875,256.0,0.8203125,211,0.5349960327148438,0.6497141718864441,0.67578125
0.5703125,256.0,0.5,0.359375,256.0,0.8515625,212,0.5238327980041504,0.6104354858398438,0.7109375
0.5625,256.0,0.5,0.35546875,256.0,0.8515625,213,0.5483001470565796,0.622875452041626,0.70703125
0.52734375,256.0,0.5,0.361328125,256.0,0.8046875,214,0.5546774864196777,0.6373501420021057,0.666015625
0.55859375,256.0,0.5,0.390625,256.0,0.77734375,215,0.5652338266372681,0.6602187156677246,0.66796875
0.578125,256.0,0.5,0.3828125,256.0,0.8125,216,0.569932758808136,0.6133196353912354,0.6953125
0.6015625,256.0,0.5,0.388671875,256.0,0.82421875,217,0.6012657284736633,0.5977839827537537,0.712890625
0.66015625,256.0,0.5,0.447265625,256.0,0.765625,218,0.5912368297576904,0.5911062359809875,0.712890625
0.6796875,256.0,0.5,0.4609375,256.0,0.7578125,219,0.5634194612503052,0.6047641634941101,0.71875
0.6171875,256.0,0.5,0.431640625,256.0,0.75390625,220,0.563463032245636,0.6109346747398376,0.685546875
0.63671875,256.0,0.5,0.453125,256.0,0.73046875,221,0.5372313857078552,0.6338964700698853,0.68359375
0.671875,256.0,0.5,0.46875,256.0,0.734375,222,0.5538607835769653,0.5942352414131165,0.703125
0.6796875,256.0,0.5,0.486328125,256.0,0.70703125,223,0.5370219349861145,0.6214212775230408,0.693359375
0.67578125,256.0,0.5,0.505859375,256.0,0.6640625,224,0.5442618727684021,0.5988911390304565,0.669921875
0.58984375,256.0,0.5,0.4453125,256.0,0.69921875,225,0.570408821105957,0.6439182758331299,0.64453125
0.65625,256.0,0.5,0.478515625,256.0,0.69921875,226,0.5808581709861755,0.6335495710372925,0.677734375
0.5703125,256.0,0.5,0.41015625,256.0,0.75,227,0.5752205848693848,0.6093109846115112,0.66015625
0.55078125,256.0,0.5,0.390625,256.0,0.76953125,228,0.5891216397285461,0.6410079002380371,0.66015625
0.51171875,256.0,0.5,0.328125,256.0,0.85546875,229,0.6079750657081604,0.6265780329704285,0.68359375
0.5078125,256.0,0.5,0.326171875,256.0,0.85546875,230,0.6035391092300415,0.6121748089790344,0.681640625
0.5625,256.0,0.5,0.361328125,256.0,0.83984375,231,0.5923255681991577,0.6187295913696289,0.701171875
0.62109375,256.0,0.5,0.419921875,256.0,0.78125,232,0.5520484447479248,0.5859158039093018,0.701171875
0.64453125,256.0,0.5,0.423828125,256.0,0.796875,233,0.5320085287094116,0.5618431568145752,0.720703125
0.61328125,256.0,0.5,0.4140625,256.0,0.78515625,234,0.5122145414352417,0.6105157732963562,0.69921875
0.62890625,256.0,0.5,0.41796875,256.0,0.79296875,235,0.5088579058647156,0.5809980034828186,0.7109375
0.625,256.0,0.5,0.3828125,256.0,0.859375,236,0.5162354707717896,0.5458613634109497,0.7421875
0.5859375,256.0,0.5,0.37890625,256.0,0.828125,237,0.533432126045227,0.6005922555923462,0.70703125
0.625,256.0,0.5,0.3984375,256.0,0.828125,238,0.5464330911636353,0.5746814012527466,0.7265625
0.63671875,256.0,0.5,0.421875,256.0,0.79296875,239,0.5552269220352173,0.5593353509902954,0.71484375
0.65234375,256.0,0.5,0.4140625,256.0,0.82421875,240,0.5676769614219666,0.5343564748764038,0.73828125
0.6328125,256.0,0.5,0.40234375,256.0,0.828125,241,0.5857571363449097,0.5558885931968689,0.73046875
0.6953125,256.0,0.5,0.44140625,256.0,0.8125,242,0.5813199281692505,0.5333675146102905,0.75390625
0.625,256.0,0.5,0.404296875,256.0,0.81640625,243,0.563128650188446,0.5908956527709961,0.720703125
0.6171875,256.0,0.5,0.41796875,256.0,0.78125,244,0.5563945770263672,0.5835063457489014,0.69921875
0.65234375,256.0,0.5,0.412109375,256.0,0.828125,245,0.5430638790130615,0.5556822419166565,0.740234375
0.63671875,256.0,0.5,0.470703125,256.0,0.6953125,246,0.5194117426872253,0.6209160089492798,0.666015625
0.65625,256.0,0.5,0.427734375,256.0,0.80078125,247,0.5332615375518799,0.5681127905845642,0.728515625
0.62890625,256.0,0.5,0.416015625,256.0,0.796875,248,0.5526521801948547,0.5982635021209717,0.712890625
0.59765625,256.0,0.5,0.404296875,256.0,0.7890625,249,0.5831141471862793,0.5834525227546692,0.693359375
0.6484375,256.0,0.5,0.42578125,256.0,0.796875,250,0.5727231502532959,0.576753556728363,0.72265625
